model,product_code,product_name,group_code,group_name,cv_year,period,period_end,train_start,train_end,actual_target_demand_index,forecast_target_demand_index,best_feature_set,model_params,used_exog,error,abs_error,ape_%
prophet_individual,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2022,2022Q2,2022-06-30,2017Q1,2021Q4,45.469394,38.70178916073769,price_lag4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",consumer_price_index_lag4,-6.767604839262312,6.767604839262312,14.88386856280141
prophet_individual,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2022,2022Q3,2022-09-30,2017Q1,2021Q4,53.398096,52.799961415136,price_lag4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",consumer_price_index_lag4,-0.598134584863999,0.598134584863999,1.1201421579975417
prophet_individual,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2022,2022Q4,2022-12-31,2017Q1,2021Q4,77.580152,69.45592513736972,price_lag4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",consumer_price_index_lag4,-8.12422686263028,8.12422686263028,10.472042981599571
prophet_individual,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2023,2023Q1,2023-03-31,2017Q1,2022Q4,56.852218,54.09632588262096,price_lag4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",consumer_price_index_lag4,-2.755892117379041,2.755892117379041,4.847466315877141
prophet_individual,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2023,2023Q2,2023-06-30,2017Q1,2022Q4,44.712762,46.4433558487817,price_lag4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",consumer_price_index_lag4,1.7305938487817016,1.7305938487817016,3.870469573724168
prophet_individual,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2023,2023Q3,2023-09-30,2017Q1,2022Q4,54.530587,55.87157283466597,price_lag4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",consumer_price_index_lag4,1.3409858346659718,1.3409858346659718,2.459144323287721
prophet_individual,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2023,2023Q4,2023-12-31,2017Q1,2022Q4,76.86178,74.76807596579737,price_lag4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",consumer_price_index_lag4,-2.0937040342026307,2.0937040342026307,2.7239858798516385
prophet_individual,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2024,2024Q1,2024-03-31,2017Q1,2023Q4,47.272685,48.17745018461113,price_lag4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",consumer_price_index_lag4,0.9047651846111293,0.9047651846111293,1.9139280635553688
prophet_individual,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2024,2024Q2,2024-06-30,2017Q1,2023Q4,34.477081,30.093106824149217,price_lag4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",consumer_price_index_lag4,-4.383974175850781,4.383974175850781,12.715618749309959
prophet_individual,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2024,2024Q3,2024-09-30,2017Q1,2023Q4,45.140671,49.11853072201663,price_lag4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",consumer_price_index_lag4,3.977859722016632,3.977859722016632,8.812141321551538
prophet_individual,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2024,2024Q4,2024-12-31,2017Q1,2023Q4,61.332052,66.84049583413731,price_lag4,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",consumer_price_index_lag4,5.508443834137317,5.508443834137317,8.981346057257822
prophet_individual,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q1,2023-03-31,2017Q1,2022Q4,100.708767,98.7085135857967,core_lag4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",consumer_price_index_lag4; income_index_lag4; stock_days_mean_lag4; stock_value_mean_thousand_rub_lag4,-2.0002534142033,2.0002534142033,1.9861760537722601
prophet_individual,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q2,2023-06-30,2017Q1,2022Q4,117.932131,109.88490061324428,core_lag4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",consumer_price_index_lag4; income_index_lag4; stock_days_mean_lag4; stock_value_mean_thousand_rub_lag4,-8.047230386755714,8.047230386755714,6.82361144373429
prophet_individual,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q3,2023-09-30,2017Q1,2022Q4,130.590151,129.0939378743682,core_lag4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",consumer_price_index_lag4; income_index_lag4; stock_days_mean_lag4; stock_value_mean_thousand_rub_lag4,-1.4962131256317832,1.4962131256317832,1.1457319822164715
prophet_individual,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q4,2023-12-31,2017Q1,2022Q4,100.56386,101.29175151064896,core_lag4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",consumer_price_index_lag4; income_index_lag4; stock_days_mean_lag4; stock_value_mean_thousand_rub_lag4,0.7278915106489592,0.7278915106489592,0.7238102342620492
prophet_individual,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q1,2024-03-31,2017Q1,2023Q4,104.43127,112.43121931262014,core_lag4,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",consumer_price_index_lag4; income_index_lag4; stock_days_mean_lag4; stock_value_mean_thousand_rub_lag4,7.999949312620146,7.999949312620146,7.660492219064411
