model,product_code,product_name,group_code,group_name,cv_years,observations_count,MAE,RMSE,MAPE_%,WAPE_%
seasonal_naive_exog,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2023; 2024; 2025,12,9.069086299706527,14.351114874041729,10.558933992764906,10.847426325074112
prophet_exog,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2023; 2024; 2025,12,11.958412559468634,14.665326984815827,13.613025875604471,14.30331512093722
sarimax_exog,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2023; 2024; 2025,12,5.0270780952110785,6.315932751642853,4.071238135389843,4.007308572032365
lightgbm_exog,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2023; 2024; 2025,12,6.195208698561859,7.004864890918202,4.917058340083582,4.938477670940976
seasonal_naive_exog,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2023; 2024; 2025,12,6.749412020378397,8.13727132596698,5.499960284874156,5.380257901942336
prophet_exog,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2023; 2024; 2025,12,8.933551035830437,10.965574592188837,7.261404023244513,7.121332703917098
sarimax_exog,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023; 2024; 2025,12,5.29623374978911,6.845861842826707,5.22252447441208,5.152592982980202
lightgbm_exog,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023; 2024; 2025,12,6.344650126712114,6.948698922371837,6.19004919403507,6.172574940383443
seasonal_naive_exog,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023; 2024; 2025,12,6.41713075769744,7.719155319720821,6.07114991563481,6.243089802124929
prophet_exog,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023; 2024; 2025,12,9.857624092443816,11.570825724172723,9.382957871571058,9.590272470433368
prophet_exog,S_мясо_домашней_птицы,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2023; 2024; 2025,12,6.810936281986973,9.099189169887538,5.402297532925138,5.66229435638484
sarimax_exog,S_мясо_домашней_птицы,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2023; 2024; 2025,12,8.205451339084023,10.063773682635299,6.5379340211244825,6.82162905146596
lightgbm_exog,S_мясо_домашней_птицы,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2023; 2024; 2025,12,10.694365958041844,12.399812594959172,8.860793764588193,8.890796434182572
seasonal_naive_exog,S_мясо_домашней_птицы,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2023; 2024; 2025,12,12.979029073238623,18.99802275414021,10.244327228454285,10.790158655149549
