sales_product_code,sales_product_name,product_group_code,product_group_name,period_end,year,quarter,sales_quarter_thousand_rub,sales_cumulative_thousand_rub,sales_region,sales_region_scope,sales_value_index,physical_volume_cumulative_yoy_index,physical_region,physical_region_scope,consumer_price_index,consumer_price_growth_qoq_pct,consumer_price_growth_yoy_pct,n_price_products,n_price_products_observed,n_price_products_interpolated,per_capita_income_rub,region,region_scope,per_capita_income_index,per_capita_income_qoq_pct,per_capita_income_yoy_pct,stock_days_mean,stock_days_last,stock_days_months_available,stock_days_region,stock_days_region_scope,stock_days_qoq_pct,stock_days_yoy_pct,buy_ability_group_mean,n_buy_ability_products,real_sales_proxy,real_sales_proxy_index,real_sales_proxy_index_lag1,real_sales_proxy_index_lag2,real_sales_proxy_index_lag4
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2018-12-31,2018,4,33332133.199999988,114520635.6,Российская Федерация,RF_total,127.78507296013731,99.61,Российская Федерация,RF_total,103.89538387670032,5.4890000213353,6.174505499556604,9,8,0,38868.0,Российская Федерация,RF_total,140.7393996451461,19.461519547578064,4.966377703961755,36.36333333333334,33.01,3,Российская Федерация,RF_total,1.2718158187894568,1.8866162323713631,671.9285714285714,7.0,122.99398509541916,126.00204744106615,119.12518030391924,103.41296791868052,145.30557486408998
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2019-03-31,2019,1,28359614.3,28359614.3,Российская Федерация,RF_total,108.72197589942594,100.88,Российская Федерация,RF_total,111.05688519526412,6.892992788845032,14.671248267683469,9,8,0,30075.0,Российская Федерация,RF_total,108.90031502335518,-22.622723062673668,4.253327787021632,39.06666666666667,38.37,3,Российская Федерация,RF_total,7.434228618571814,2.8431028431028293,637.0857142857143,7.0,97.89755557097352,100.29183485557,126.00204744106615,119.12518030391924,104.82807869605702
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2019-06-30,2019,2,28354675.8,56714290.1,Российская Федерация,RF_total,108.70304322028936,99.49,Российская Федерация,RF_total,117.5850295454323,5.8781986715098045,21.58076587340474,9,8,0,34424.0,Российская Федерация,RF_total,124.6478618242387,14.460515378221109,6.509900990099005,37.65,36.07,3,Российская Федерация,RF_total,-3.626279863481241,1.9956655228462905,637.0857142857143,7.0,92.4463289591545,94.70728766310728,100.29183485557,126.00204744106615,103.41296791868052
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2019-09-30,2019,3,32212951.4,88927241.5,Российская Федерация,RF_total,123.4944766424478,98.5,Российская Федерация,RF_total,120.87839000874196,2.8008331298987166,22.732502738947822,9,8,0,35009.0,Российская Федерация,RF_total,126.7661223159648,1.6993957703927531,7.60081140890092,37.38,38.36,3,Российская Федерация,RF_total,-0.7171314741035717,4.103230597846275,637.0857142857143,7.0,102.16423020981388,104.662859502358,94.70728766310728,100.29183485557,119.12518030391924
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2019-12-31,2019,4,36998704.31,125925945.81,Российская Федерация,RF_total,141.84157075443042,99.73,Российская Федерация,RF_total,120.97014199519596,0.0759043750064636,16.434568583681664,9,8,0,41481.0,Российская Федерация,RF_total,150.20096317485607,18.48667485503728,6.7227539364001165,38.60666666666666,35.1,3,Российская Федерация,RF_total,3.2816122703762884,6.169218076817273,637.0857142857143,7.0,117.25337212554756,120.1210363720338,104.662859502358,94.70728766310728,126.00204744106615
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2020-03-31,2020,1,31640112.1,31640112.1,Российская Федерация,RF_total,121.29838822213232,106.43,Российская Федерация,RF_total,120.6723352877562,-0.2461819937779386,8.658130538764741,9,8,0,31810.0,Российская Федерация,RF_total,115.18267733642324,-23.31428846941973,5.768911055694104,40.47666666666667,38.45,3,Российская Федерация,RF_total,4.843723018476953,3.609215017064837,593.2714285714285,7.0,100.51880402652624,102.97719115161276,120.1210363720338,104.662859502358,100.29183485557
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2020-06-30,2020,2,28864307.1,60504419.2,Российская Федерация,RF_total,110.65681174936957,100.78,Российская Федерация,RF_total,127.9300613735933,6.014407584414672,8.797915745017448,9,8,0,33202.0,Российская Федерация,RF_total,120.2230510192997,4.375982395473121,-3.5498489425981883,43.00333333333333,39.25,3,Российская Федерация,RF_total,6.242279502594084,14.21868083222664,593.2714285714285,7.0,86.49789624208748,88.61337420193767,102.97719115161276,120.1210363720338,94.70728766310728
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2020-09-30,2020,3,33502750.599999998,94007169.8,Российская Федерация,RF_total,128.43916721736505,99.04,Российская Федерация,RF_total,130.59924931265454,2.0864431005519712,8.041850411152529,9,8,0,35123.0,Российская Федерация,RF_total,127.17891153999348,5.785796036383339,0.3256305521437408,38.04666666666667,39.4,3,Российская Федерация,RF_total,-11.526238276102616,1.783484929552337,593.2714285714285,7.0,98.34602257925827,100.7512700158326,88.61337420193767,102.97719115161276,104.662859502358
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2020-12-31,2020,4,38186031.5,132193201.3,Российская Федерация,RF_total,146.39341538709573,97.18,Российская Федерация,RF_total,131.7566259931121,0.8862046960827374,8.916649860875992,9,8,0,43355.0,Российская Федерация,RF_total,156.98663866459066,23.437633459556405,4.517731009377779,38.93,35.47,3,Российская Федерация,RF_total,2.321710180480108,0.8375064755655526,593.2714285714285,7.0,111.1089588729669,113.82634928185982,100.7512700158326,88.61337420193767,120.1210363720338
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2021-03-31,2021,1,31614588.3,31614588.3,Российская Федерация,RF_total,121.200537879772,86.96,Российская Федерация,RF_total,136.36625570027746,3.498594224328677,13.005400430096437,9,0,7,32694.0,Российская Федерация,RF_total,118.38360430169824,-24.590012685964712,2.779000314366553,40.86,40.13,3,Российская Федерация,RF_total,4.957616234266626,0.9470476817919682,598.1714285714286,7.0,88.8786872216844,91.05239215656128,113.82634928185982,100.7512700158326,102.97719115161276
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2021-06-30,2021,2,31743432.4,63358020.7,Российская Федерация,RF_total,121.69448624545844,93.18,Российская Федерация,RF_total,140.73732936387725,3.205392449292632,10.01114816390416,9,0,7,38308.0,Российская Федерация,RF_total,138.71166310605787,17.171346424420374,15.378591651105356,39.34,38.64,3,Российская Федерация,RF_total,-3.720019579050404,-8.518719479110137,598.1714285714286,7.0,86.4692308682486,88.58400775941156,91.05239215656128,113.82634928185982,88.61337420193767
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2021-09-30,2021,3,35779888.39999999,99137909.1,Российская Федерация,RF_total,137.16900812395565,94.85,Российская Федерация,RF_total,145.10840302747707,3.105838147815332,11.109676197362829,9,0,7,40721.0,Российская Федерация,RF_total,147.4490350146649,6.298945389996868,15.938274065427205,37.86333333333334,38.5,3,Российская Федерация,RF_total,-3.7536010845619416,-0.4818643770807651,598.1714285714286,7.0,94.52864566222397,96.84053155957857,88.58400775941156,91.05239215656128,100.7512700158326
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2021-12-31,2021,4,40795945.70000002,139933854.8,Российская Федерация,RF_total,156.39901792281043,95.45,Российская Федерация,RF_total,149.47947669107683,3.0122815580652995,13.451202597500656,9,0,7,47754.0,Российская Федерация,RF_total,172.9152333707499,17.271186856904297,10.146465228923995,39.34333333333333,35.14,3,Российская Федерация,RF_total,3.908794788273618,1.061734737563147,598.1714285714286,7.0,104.62909115345242,107.1880035190758,96.84053155957857,88.58400775941156,113.82634928185982
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2022-03-31,2022,1,39235493.3,39235493.3,Российская Федерация,RF_total,150.41672682285696,105.88,Российская Федерация,RF_total,147.11923156034206,-1.578976046064562,7.885364164943276,9,8,0,39950.0,Российская Федерация,RF_total,144.65727631531303,-16.342086526783095,22.19367468036948,40.66666666666666,37.93,3,Российская Федерация,RF_total,3.363551639413709,-0.4731603850546606,590.3000000000001,7.0,102.24137607812504,104.74189212619962,107.1880035190758,96.84053155957857,91.05239215656128
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2022-06-30,2022,2,37004664.3,76240157.6,Российская Федерация,RF_total,141.86441950978676,100.74,Российская Федерация,RF_total,164.4923045483396,11.808838860656934,16.878944123661554,9,8,0,46141.0,Российская Федерация,RF_total,167.07462794655464,15.496871088861086,20.44742612509136,41.60333333333333,41.26,3,Российская Федерация,RF_total,2.303278688524601,5.753262158956085,590.3000000000001,7.0,86.24380325834443,88.35306686928888,104.74189212619962,107.1880035190758,88.58400775941156
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2022-09-30,2022,3,44631778.400000006,120871936.0,Российская Федерация,RF_total,171.10441221879805,99.31,Российская Федерация,RF_total,163.39648521277755,-0.6661827363723449,12.603048344372958,9,8,0,46165.0,Российская Федерация,RF_total,167.16153094108702,0.0520144773628716,13.369023354043374,39.70666666666667,40.37,3,Российская Федерация,RF_total,-4.558929572950876,4.868386301611061,590.3000000000001,7.0,104.71731506095932,107.27838511757837,88.35306686928888,104.74189212619962,96.84053155957857
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2022-12-31,2022,4,44117267.80000001,164989203.8,Российская Федерация,RF_total,169.1319379650421,98.06,Российская Федерация,RF_total,158.22596642067688,-3.1644002533882776,5.851298066607558,9,8,0,56942.0,Российская Федерация,RF_total,206.18459644421912,23.34452507310733,19.240273066130587,39.38666666666666,35.23,3,Российская Федерация,RF_total,-0.8059100067159375,0.1101414894518315,590.3000000000001,7.0,106.89265598502932,109.50692832725248,107.27838511757837,88.35306686928888,107.1880035190758
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023-03-31,2023,1,36925465.9,36925465.9,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,141.56079737850575,91.87,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,154.15832341481342,-2.570780952001761,4.784617061831398,9,8,0,45695.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,165.4596806314951,-19.75167714516526,14.380475594493111,41.59666666666667,39.07,3,Российская Федерация,RF_total,5.611035883547744,2.28688524590166,676.5142857142857,7.0,91.82818951500276,94.07403039034897,109.50692832725248,107.27838511757837,104.74189212619962
S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023-06-30,2023,2,35584973.15,72510439.05,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,136.42176343688917,99.09,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,152.1505964885472,-1.3023798402787443,-7.502909083607334,9,8,0,50128.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,181.51138791324183,9.70128022759602,8.640905051906111,38.303333333333335,37.98,3,Российская Федерация,RF_total,-7.917301065790538,-7.932056726223857,676.5142857142857,7.0,89.66232573866907,91.85519611089404,94.07403039034897,109.50692832725248,88.35306686928888
