product_group_code,product_group_name,period_end,year,quarter,consumer_price_index,consumer_price_index_observed_mean,n_price_products,n_price_products_observed,n_price_products_interpolated,consumer_price_growth_qoq_pct,consumer_price_growth_yoy_pct,consumer_price_index_lag1,consumer_price_index_lag2,consumer_price_index_lag4,sales_quarter_thousand_rub,sales_cumulative_thousand_rub,n_sales_products,sales_region,sales_region_scope,sales_value_index,sales_value_growth_qoq_pct,sales_value_growth_yoy_pct,physical_volume_cumulative_yoy_index,n_physical_products,physical_volume_cumulative_yoy_index_lag1,physical_volume_cumulative_yoy_index_lag2,physical_volume_cumulative_yoy_index_lag4,per_capita_income_rub,region,region_scope,per_capita_income_index,per_capita_income_qoq_pct,per_capita_income_yoy_pct,stock_value_mean_thousand_rub,stock_value_last_thousand_rub,stock_value_months_available,stock_value_region,stock_value_region_scope,stock_value_qoq_pct,stock_value_yoy_pct,stock_days_mean,stock_days_last,stock_days_months_available,stock_days_region,stock_days_region_scope,stock_days_qoq_pct,stock_days_yoy_pct,ppi_group_index,ppi_q_compounded_percent,n_ppi_products,ppi_growth_qoq_pct,ppi_growth_yoy_pct,ppi_group_index_lag1,ppi_group_index_lag2,ppi_group_index_lag4,buy_ability_group_mean,n_buy_ability_products,real_sales_proxy,real_sales_proxy_index,real_sales_proxy_index_lag1,real_sales_proxy_index_lag2,real_sales_proxy_index_lag4,is_price_interpolated_2021,shock_2022_q1,shock_2022_q2,shock_2022_h2,post_2022,quarter_sin,quarter_cos
G03,"Мясо, птица, рыба и колбасные изделия",2018-09-30,2018,3,105.48098437785252,105.48098437785252,10,9,0,1.9415380138026572,2.5854910508201545,103.47203547544144,103.17705478028348,102.8225173924429,1476968249.0,4172939542.7999997,7.0,Российская Федерация,RF_total,113.71038326740704,7.824480423878488,3.8454970299524716,102.54103811167643,7.0,103.25816543163961,102.0644832318556,101.55468155293799,32536.0,Российская Федерация,RF_total,117.81149292102691,0.6683168316831578,4.41591784338895,1537062112.8333333,1561351681.1,3.0,Российская Федерация,RF_total,3.00134052606853,10.061255049299355,35.906666666666666,36.44,3.0,Российская Федерация,RF_total,-2.727108542532064,1.9592995740653096,100.44367367775693,101.19244910558332,6.0,1.2144493140571644,1.0859491394505483,99.23847272644976,97.69972603185852,99.36462439422952,117.8375,8.0,107.80178431031253,110.72614692182574,104.6848885446007,101.64199636713136,109.38265479979812,0,0,0,0,0,-1.0,-1.8369701987210297e-16
G03,"Мясо, птица, рыба и колбасные изделия",2018-12-31,2018,4,108.42558457596387,108.42558457596387,10,9,0,2.7915933999660414,5.318303180106354,105.48098437785252,103.47203547544144,102.95037168472388,1638933679.6000001,5811873222.4,7.0,Российская Федерация,RF_total,126.17994800047845,10.96607396331375,5.342707053658358,101.93144518753778,7.0,102.54103811167643,103.25816543163961,102.03342174163951,38868.0,Российская Федерация,RF_total,140.7393996451461,19.461519547578064,4.966377703961755,1699537940.0666666,1779708453.8,3.0,Российская Федерация,RF_total,10.570544018799243,11.44135973954128,36.36333333333334,33.01,3.0,Российская Федерация,RF_total,1.2718158187894568,1.8866162323713631,105.68045710238384,105.34729834773334,6.0,5.213651823834664,6.704681750709951,100.44367367775693,99.23847272644976,99.04013148109193,117.8375,8.0,116.37469928702642,119.53162124057629,110.72614692182574,104.6848885446007,119.50393033864479,0,0,0,0,0,-2.4492935982947064e-16,1.0
G03,"Мясо, птица, рыба и колбасные изделия",2019-03-31,2019,1,110.8750289492605,110.8750289492605,10,9,0,2.2591018373348204,7.460936140666075,108.42558457596387,105.48098437785252,103.17705478028348,1439744927.8,1439744927.8,7.0,Российская Федерация,RF_total,110.84459510777423,-12.153557784511115,8.563152589137534,100.45301614259385,7.0,101.93144518753778,102.54103811167643,102.0644832318556,30075.0,Российская Федерация,RF_total,108.90031502335518,-22.622723062673668,4.253327787021632,1666606340.3766668,1712699862.86,3.0,Российская Федерация,RF_total,-1.9376795841761552,13.542015886292468,39.06666666666667,38.37,3.0,Российская Федерация,RF_total,7.434228618571814,2.8431028431028293,104.74460280916878,99.288371,6.0,-0.8855509513063464,7.210743636080452,105.68045710238384,100.44367367775693,97.69972603185852,117.6375,8.0,99.97255122115891,102.68452851206521,119.53162124057629,110.72614692182574,101.64199636713136,0,0,0,0,0,1.0,6.123233995736766e-17
G03,"Мясо, птица, рыба и колбасные изделия",2019-06-30,2019,2,112.75012632982025,112.75012632982025,10,9,0,1.6911809614208462,8.96676170691637,110.8750289492605,108.42558457596387,103.47203547544144,1473561874.8000002,2913306802.6,7.0,Российская Федерация,RF_total,113.44812975173637,2.3488151510055344,7.5758017346155615,100.05890985282704,7.0,100.45301614259385,101.93144518753778,103.25816543163961,34424.0,Российская Федерация,RF_total,124.6478618242387,14.460515378221107,6.509900990099005,1688924434.0933332,1666251657.78,3.0,Российская Федерация,RF_total,1.3391340939950203,13.177912139265647,37.65,36.07,3.0,Российская Федерация,RF_total,-3.626279863481241,1.9956655228462905,104.8899033520537,100.13858705493334,6.0,0.13871888287135814,5.694798066050533,104.74460280916878,105.68045710238384,99.23847272644976,117.6375,8.0,100.61907107746761,103.34858665410347,102.68452851206521,119.53162124057629,104.6848885446007,0,0,0,0,0,1.2246467991473532e-16,-1.0
G03,"Мясо, птица, рыба и колбасные изделия",2019-09-30,2019,3,113.865935875275,113.865935875275,10,9,0,0.9896304170788683,7.949254120900151,112.75012632982025,110.8750289492605,105.48098437785252,1562350100.2999997,4475656902.9,7.0,Российская Федерация,RF_total,120.28385093807444,6.025415492786856,5.780886038532551,100.167446952727,7.0,100.05890985282704,100.45301614259385,102.54103811167643,35009.0,Российская Федерация,RF_total,126.76612231596481,1.6993957703927531,7.60081140890092,1735107394.0666666,1786521997.8,3.0,Российская Федерация,RF_total,2.734459816026402,12.884663513582284,37.38,38.36,3.0,Российская Федерация,RF_total,-0.7171314741035717,4.103230597846275,105.99036815902224,101.04510014443333,6.0,1.049161808525012,5.522193960229083,104.8899033520537,104.74460280916878,100.44367367775693,117.6375,8.0,105.63637844230203,108.50199961461111,103.34858665410347,102.68452851206521,110.72614692182574,0,0,0,0,0,-1.0,-1.8369701987210297e-16
G03,"Мясо, птица, рыба и колбасные изделия",2019-12-31,2019,4,114.44639535658399,114.44639535658399,10,9,0,0.5097744789493541,5.552942881670053,113.865935875275,112.75012632982025,108.42558457596387,1718211141.08,6193868043.98,7.0,Российская Федерация,RF_total,132.28344449436813,9.976063671649005,4.837136637484218,100.55648823035764,7.0,100.167446952727,100.05890985282704,101.93144518753778,41481.0,Российская Федерация,RF_total,150.20096317485607,18.48667485503728,6.7227539364001165,1949710082.9533336,2025371285.46,3.0,Российская Федерация,RF_total,12.368265481463414,14.720009303049375,38.60666666666666,35.1,3.0,Российская Федерация,RF_total,3.2816122703762884,6.169218076817273,104.34024175077838,98.41971464746666,6.0,-1.5568644933548148,-1.2681770957018612,105.99036815902224,104.8899033520537,105.68045710238384,117.6375,8.0,115.58550540819456,118.72101872656036,108.50199961461111,103.34858665410347,119.53162124057629,0,0,0,0,0,-2.4492935982947064e-16,1.0
G03,"Мясо, птица, рыба и колбасные изделия",2020-03-31,2020,1,114.30535529173287,114.30535529173287,10,9,0,-0.1232367908239329,3.0938673703004627,114.44639535658399,113.865935875275,110.8750289492605,1503599494.6,1503599494.6,7.0,Российская Федерация,RF_total,115.76069758263674,-12.490411763079567,4.43513052673663,103.07470526435024,7.0,100.55648823035764,100.167446952727,100.45301614259385,31810.0,Российская Федерация,RF_total,115.18267733642323,-23.31428846941973,5.768911055694104,1924450490.8966668,1966912364.09,3.0,Российская Федерация,RF_total,-1.2955563125777503,15.47120902358532,40.47666666666667,38.45,3.0,Российская Федерация,RF_total,4.843723018476953,3.6092150170648374,103.5773837378831,99.2931689673,6.0,-0.7311254029077285,-1.1143476990525314,104.34024175077838,105.99036815902224,104.74460280916878,119.02499999999999,8.0,101.27320569293497,104.0204661225397,118.72101872656036,108.50199961461111,102.68452851206521,0,0,0,0,0,1.0,6.123233995736766e-17
G03,"Мясо, птица, рыба и колбасные изделия",2020-06-30,2020,2,113.83645233263023,113.83645233263023,10,10,0,-0.4102195893673444,0.9634809628791263,114.30535529173287,114.44639535658399,112.75012632982025,1425349876.0,2928949370.6,7.0,Российская Федерация,RF_total,109.73633373625155,-5.204153026189761,-3.271800093670574,98.81296979418897,7.0,103.07470526435024,100.55648823035764,100.05890985282704,33202.0,Российская Федерация,RF_total,120.2230510192997,4.375982395473121,-3.5498489425981883,1878777946.1033332,1929739003.53,3.0,Российская Федерация,RF_total,-2.373277203512425,11.241089783387448,43.00333333333333,39.25,3.0,Российская Федерация,RF_total,6.242279502594084,14.218680832226639,106.86249698527519,103.15565819868334,6.0,3.1716511161408834,1.880632520558878,103.5773837378831,104.34024175077838,104.8899033520537,119.02499999999999,8.0,96.398237548375,99.01325364950709,104.0204661225397,118.72101872656036,103.34858665410347,0,0,0,0,0,1.2246467991473532e-16,-1.0
G03,"Мясо, птица, рыба и колбасные изделия",2020-09-30,2020,3,114.65896395309372,114.65896395309372,10,10,0,0.7225379951758315,0.696457699770181,113.83645233263023,114.30535529173287,113.865935875275,1506296043.1,4435245413.7,7.0,Российская Федерация,RF_total,115.96830229156785,5.679038421581195,-3.5878038596622086,97.27516622630303,7.0,98.81296979418897,103.07470526435024,100.167446952727,35123.0,Российская Федерация,RF_total,127.17891153999348,5.785796036383339,0.3256305521437408,1975163219.9466667,2022341425.87,3.0,Российская Федерация,RF_total,5.130211052521716,13.83521427554799,38.04666666666667,39.4,3.0,Российская Федерация,RF_total,-11.526238276102617,1.783484929552337,107.93073386093734,100.95717776859999,6.0,0.9996368284463264,1.8307000302177245,106.86249698527519,103.5773837378831,105.99036815902224,119.02499999999999,8.0,101.14194153979079,103.88564113796642,99.01325364950709,104.0204661225397,108.50199961461111,0,0,0,0,0,-1.0,-1.8369701987210297e-16
G03,"Мясо, птица, рыба и колбасные изделия",2020-12-31,2020,4,116.1576440407786,116.1576440407786,10,10,0,1.307076251184336,1.4952403514875368,114.65896395309372,113.83645233263023,114.44639535658399,1695702128.0000002,6130947541.7,7.0,Российская Федерация,RF_total,130.55049694723513,12.574293464264642,-1.310026023102806,96.78610182963335,7.0,97.27516622630303,98.81296979418897,100.55648823035764,43355.0,Российская Федерация,RF_total,156.98663866459066,23.437633459556405,4.517731009377779,2175886458.5066667,2265429993.42,3.0,Российская Федерация,RF_total,10.162362104202206,11.60051320095401,38.93,35.47,3.0,Российская Федерация,RF_total,2.3217101804801077,0.8375064755655526,109.07127651338442,101.0690473943,6.0,1.056735752317417,4.534237877181035,107.93073386093734,106.86249698527519,104.34024175077838,119.02499999999999,8.0,112.3907927242427,115.43964237199074,103.88564113796642,99.01325364950709,118.72101872656036,0,0,0,0,0,-2.4492935982947064e-16,1.0
G03,"Мясо, птица, рыба и колбасные изделия",2021-03-31,2021,1,118.41493856299833,,10,0,9,1.9433026047147361,3.595267483992237,116.1576440407786,114.65896395309372,114.30535529173287,1532398880.3,1532398880.3,7.0,Российская Федерация,RF_total,117.97793494574871,-9.63042063835874,1.91536282124527,96.2366221185792,7.0,96.78610182963335,97.27516622630303,103.07470526435024,32694.0,Российская Федерация,RF_total,118.38360430169823,-24.590012685964712,2.779000314366553,2130673446.2366667,2189398726.69,3.0,Российская Федерация,RF_total,-2.0779122960777108,10.71593976127252,40.86,40.13,3.0,Российская Федерация,RF_total,4.957616234266626,0.9470476817919682,113.87405124256448,104.14977829071667,6.0,4.4033359493969915,9.941038413113933,109.07127651338442,107.93073386093734,103.5773837378831,118.825,8.0,99.63095566948496,102.33366642305177,115.43964237199074,103.88564113796642,104.0204661225397,1,0,0,0,0,1.0,6.123233995736766e-17
G03,"Мясо, птица, рыба и колбасные изделия",2021-06-30,2021,2,122.10279398560414,,10,0,9,3.1143498171422257,7.2615945802840365,118.41493856299833,116.1576440407786,113.83645233263023,1601274333.8000002,3133673214.1,7.0,Российская Федерация,RF_total,123.28059072085028,4.494616537863583,12.342545557565288,99.78173976961983,7.0,96.2366221185792,96.78610182963335,98.81296979418897,38308.0,Российская Федерация,RF_total,138.71166310605787,17.171346424420374,15.378591651105356,2230937966.2999997,2239361761.0,3.0,Российская Федерация,RF_total,4.7057666316922875,18.744100170382637,39.34,38.64,3.0,Российская Федерация,RF_total,-3.7200195790504043,-8.518719479110137,116.94088821157555,102.45726463983334,6.0,2.693183333293714,9.431176989705836,113.87405124256448,109.07127651338442,106.86249698527519,118.825,8.0,100.96459441819572,103.70348308216491,102.33366642305177,115.43964237199074,99.01325364950709,1,0,0,0,0,1.2246467991473532e-16,-1.0
G03,"Мясо, птица, рыба и колбасные изделия",2021-09-30,2021,3,125.79064940820996,,10,0,9,3.020287498941765,9.70851739046774,122.10279398560414,118.41493856299833,114.65896395309372,1663203182.7,4796876396.8,7.0,Российская Федерация,RF_total,128.0484340028546,3.86747277420203,10.416753089059494,99.87484865986362,7.0,99.78173976961983,96.2366221185792,97.27516622630303,40721.0,Российская Федерация,RF_total,147.4490350146649,6.298945389996868,15.938274065427205,2292062653.636667,2357104962.61,3.0,Российская Федерация,RF_total,2.739864947389914,16.04421500409252,37.86333333333334,38.5,3.0,Российская Федерация,RF_total,-3.7536010845619416,-0.4818643770807651,119.99341697057935,102.65682235045,6.0,2.6103177474426253,11.176318994721267,116.94088821157555,113.87405124256448,107.93073386093734,118.825,8.0,101.79487474249203,104.55628660264931,103.70348308216491,102.33366642305177,103.88564113796642,1,0,0,0,0,-1.0,-1.8369701987210297e-16
G03,"Мясо, птица, рыба и колбасные изделия",2021-12-31,2021,4,129.47850483081572,,10,0,9,2.9317405069100966,11.467915779490735,125.79064940820996,122.10279398560414,116.1576440407786,1919753741.8999999,6716630138.7,7.0,Российская Федерация,RF_total,147.80001798839467,15.425088279564392,13.212911053208254,99.71186696177368,7.0,99.87484865986362,99.78173976961983,96.78610182963335,47754.0,Российская Федерация,RF_total,172.9152333707499,17.271186856904297,10.146465228923995,2590296225.0133333,2671604850.1,3.0,Российская Федерация,RF_total,13.011580242079269,19.045560253685313,39.343333333333334,35.14,3.0,Российская Федерация,RF_total,3.9087947882736174,1.061734737563147,123.15826237056389,102.72276822279998,6.0,2.637515857024497,12.91539469188372,119.99341697057935,116.94088821157555,109.07127651338442,118.825,8.0,114.15023534718671,117.24681378028426,104.55628660264931,103.70348308216491,115.43964237199074,1,0,0,0,0,-2.4492935982947064e-16,1.0
G03,"Мясо, птица, рыба и колбасные изделия",2022-03-31,2022,1,133.16636025342154,133.16636025342154,10,9,0,2.8482375722708397,12.457399268568858,129.47850483081572,125.79064940820996,118.41493856299833,1761509055.4199998,1761509055.4199998,7.0,Российская Федерация,RF_total,135.6169098126742,-8.242967992518857,14.951079517569642,100.66290360964848,7.0,99.71186696177368,99.87484865986362,96.2366221185792,39950.0,Российская Федерация,RF_total,144.65727631531303,-16.342086526783095,22.19367468036948,2545800091.9,2655244970.7,3.0,Российская Федерация,RF_total,-1.7178009481562007,19.483353791100978,40.666666666666664,37.93,3.0,Российская Федерация,RF_total,3.363551639413709,-0.4731603850546606,131.28782940406467,107.05593194951666,6.0,6.6009107931712885,15.292138965361723,123.15826237056389,119.99341697057935,113.87405124256448,125.1625,8.0,101.8402166692768,104.60285852981184,117.24681378028426,104.55628660264931,102.33366642305177,0,1,0,0,1,1.0,6.123233995736766e-17
G03,"Мясо, птица, рыба и колбасные изделия",2022-06-30,2022,2,141.43976413971066,141.43976413971066,10,9,0,6.212833233967241,15.836632007279338,133.16636025342154,129.47850483081572,122.10279398560414,1737734365.88,3499243421.3,7.0,Российская Федерация,RF_total,133.78651903651,-1.3496773954608576,8.521964612782206,99.71449621414644,7.0,100.66290360964848,99.71186696177368,99.78173976961983,46141.0,Российская Федерация,RF_total,167.07462794655464,15.496871088861086,20.44742612509136,2577468413.0,2585054244.7,3.0,Российская Федерация,RF_total,1.243943748794707,15.532948559511928,41.60333333333333,41.26,3.0,Российская Федерация,RF_total,2.3032786885246015,5.753262158956085,137.17316476094604,104.81256046658332,6.0,4.48277299091302,17.301285169619373,131.28782940406467,123.15826237056389,116.94088821157555,125.1625,8.0,94.58904279871324,97.15498047765868,104.60285852981184,117.24681378028426,103.70348308216491,0,0,1,0,1,1.2246467991473532e-16,-1.0
G03,"Мясо, птица, рыба и колбасные изделия",2022-09-30,2022,3,142.1404843346878,142.1404843346878,10,9,0,0.4954195160315811,12.997655233832317,141.43976413971066,133.16636025342154,125.79064940820996,1998440874.6,5497684295.9,7.0,Российская Федерация,RF_total,153.8580656299661,15.002667486982467,20.15614781086361,99.6346240600137,7.0,99.71449621414644,100.66290360964848,99.87484865986362,46165.0,Российская Федерация,RF_total,167.16153094108702,0.05201447736287168,13.369023354043374,2558970237.2999997,2588388193.1,3.0,Российская Федерация,RF_total,-0.717687774822029,11.644864211711138,39.70666666666667,40.37,3.0,Российская Федерация,RF_total,-4.558929572950876,4.868386301611061,135.14994830605568,98.46494659041667,6.0,-1.4749360477439244,12.631135705713326,137.17316476094604,131.28782940406467,119.99341697057935,125.1625,8.0,108.24366214180597,111.1800116700251,97.15498047765868,104.60285852981184,104.55628660264931,0,0,0,1,1,-1.0,-1.8369701987210297e-16
G03,"Мясо, птица, рыба и колбасные изделия",2022-12-31,2022,4,142.52519497903415,142.52519497903415,10,9,0,0.2706552226461323,10.076336736561808,142.1404843346878,141.43976413971066,129.47850483081572,2061965104.4,7559649400.3,7.0,Российская Федерация,RF_total,158.7487357728182,3.1786894777517505,7.407791916022122,98.97098178257853,7.0,99.6346240600137,99.71449621414644,99.71186696177368,56942.0,Российская Федерация,RF_total,206.18459644421912,23.344525073107334,19.240273066130587,2689405609.6,2698431989.3,3.0,Российская Федерация,RF_total,5.097182077335294,3.826179555435072,39.38666666666666,35.23,3.0,Российская Федерация,RF_total,-0.8059100067159375,0.11014148945183155,136.04553192280102,100.59087578871667,6.0,0.6626592373659257,10.463991050361976,135.14994830605568,137.17316476094604,123.15826237056389,125.1625,8.0,111.3829283279848,114.40443741753383,111.1800116700251,97.15498047765868,117.24681378028426,0,0,0,1,1,-2.4492935982947064e-16,1.0
G03,"Мясо, птица, рыба и колбасные изделия",2023-03-31,2023,1,142.15254079701037,142.15254079701037,10,9,0,-0.2614654777905012,6.7480860229923945,142.52519497903415,142.1404843346878,133.16636025342154,1812912488.6,1812912488.6,7.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,139.5744113311502,-12.078410796989248,2.918147540703031,97.75231089628669,7.0,98.97098178257853,99.6346240600137,100.66290360964848,45695.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,165.4596806314951,-19.75167714516526,14.380475594493113,2560561847.133333,2601146344.5,3.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,-4.7907895338193285,0.5798473839442764,41.59666666666667,39.07,3.0,Российская Федерация,RF_total,5.611035883547744,2.2868852459016598,135.13404735539063,99.67629871893332,6.0,-0.6699849341083919,2.9296073891879715,136.04553192280102,135.14994830605568,131.28782940406467,133.65,8.0,98.18636413291996,100.84988713550969,114.40443741753383,111.1800116700251,104.60285852981184,0,0,0,0,1,1.0,6.123233995736766e-17
G03,"Мясо, птица, рыба и колбасные изделия",2023-06-30,2023,2,143.9740339737899,143.9740339737899,10,9,0,1.2813651916222524,1.7917661624321735,142.15254079701037,142.52519497903415,141.43976413971066,1967801997.5,3780714486.1000004,7.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,151.49920757036813,8.543683706410544,13.239516702743703,105.8857593443326,7.0,97.75231089628669,98.97098178257853,99.71449621414644,50128.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,181.51138791324183,9.70128022759602,8.640905051906111,2601614442.7999997,2641447208.1,3.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,1.603265147163957,0.9368118607473219,38.303333333333335,37.98,3.0,Российская Федерация,RF_total,-7.9173010657905385,-7.932056726223857,139.19986124158132,103.09061712378333,6.0,3.008726494735958,1.477473005866159,135.13404735539063,136.04553192280102,137.17316476094604,133.65,8.0,105.22675748458099,108.08126677946322,100.84988713550969,114.40443741753383,97.15498047765868,0,0,0,0,1,1.2246467991473532e-16,-1.0
G03,"Мясо, птица, рыба и колбасные изделия",2023-09-30,2023,3,149.14981881903833,149.14981881903833,10,9,0,3.5949432702501616,4.931272407828691,143.9740339737899,142.15254079701037,142.1404843346878,2030665715.7999997,5811380201.9,7.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,156.3390255599201,3.1946160426641113,1.6124991041553738,102.36143293717,7.0,105.8857593443326,97.75231089628669,99.6346240600137,52074.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,188.5577723865735,3.882061921481017,12.799740062818143,2726226911.1566663,2810003463.7,3.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,4.789813060176273,6.536092972817897,37.28666666666667,37.9,3.0,Российская Федерация,RF_total,-2.6542511530763147,-6.094694425789127,143.33741339778715,102.80292738475002,6.0,2.972382385514827,6.058060098691587,139.19986124158132,135.13404735539063,135.14994830605568,133.65,8.0,104.82012435402577,107.66360282292302,108.08126677946322,100.84988713550969,111.1800116700251,0,0,0,0,1,-1.0,-1.8369701987210297e-16
G03,"Мясо, птица, рыба и колбасные изделия",2023-12-31,2023,4,155.89149314881865,155.89149314881865,10,9,0,4.520068735691796,9.378200234527467,149.14981881903833,143.9740339737899,142.52519497903415,2350522637.7000003,8161902839.6,7.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,180.9645063071248,15.75133314219519,13.99429760883204,102.78737485779332,7.0,102.36143293717,105.8857593443326,98.97098178257853,66203.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,239.71828945939095,27.13254215155356,16.263917670612194,2995192118.5333333,3019497241.5,3.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,9.865840817430428,11.370040571113904,37.63,33.74,3.0,Российская Федерация,RF_total,0.9207938494546708,-4.4600541638456175,150.25368605140753,104.95721682191667,6.0,4.825169151355113,10.443675678131736,143.33741339778715,139.19986124158132,136.04553192280102,133.65,8.0,116.08363141045209,119.23265750197044,107.66360282292302,108.08126677946322,114.40443741753383,0,0,0,0,1,-2.4492935982947064e-16,1.0
G03,"Мясо, птица, рыба и колбасные изделия",2024-03-31,2024,1,159.5162363114602,159.5162363114602,10,9,0,2.325170597462467,12.214833035763096,155.89149314881865,149.14981881903833,142.15254079701037,2089558516.7,2089558516.7,7.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,160.8731263888067,-11.102387052751606,15.259756322470741,103.51509840130718,7.0,102.78737485779332,102.36143293717,97.75231089628669,53221.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,192.71101133359886,-19.609383260577317,16.470073312178577,2876884782.3933334,2939532469.28,3.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,-3.9499081013184556,12.353653383304852,37.97666666666667,36.71,3.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,0.9212507750907983,-8.70262040227583,151.23583081093022,101.08550901181667,6.0,0.6536576807750771,11.915415671073127,150.25368605140753,143.33741339778715,135.13404735539063,142.1125,8.0,100.8506281922908,103.58642526949133,119.23265750197044,107.66360282292302,100.84988713550969,0,0,0,0,1,1.0,6.123233995736766e-17
G03,"Мясо, птица, рыба и колбасные изделия",2024-06-30,2024,2,164.22339697415555,164.22339697415555,10,9,0,2.9508975208670796,14.064593761436184,159.5162363114602,155.89149314881865,143.9740339737899,2250003230.9,4339561747.6,7.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,173.22561260999942,7.678402538991214,14.340936423406593,102.95091171369748,7.0,103.51509840130718,102.78737485779332,105.8857593443326,59514.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,215.497700691603,11.824279889517285,18.724066390041493,3004992292.286667,3014360573.29,3.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,4.452994109369879,15.50490506396982,37.07666666666666,36.4,3.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,-2.3698762397963757,-3.2025063092855466,156.0791038315812,103.14818957215,6.0,3.202463989308102,12.125904752667793,151.23583081093022,150.25368605140753,139.19986124158132,142.1125,8.0,105.48168884684597,108.34311372062217,103.58642526949133,119.23265750197044,108.08126677946322,0,0,0,0,1,1.2246467991473532e-16,-1.0
G03,"Мясо, птица, рыба и колбасные изделия",2024-09-30,2024,3,167.2347556302315,167.2347556302315,10,9,0,1.8336964839120062,12.125349500514915,164.22339697415555,159.5162363114602,149.14981881903833,2238010864.9999995,6577572612.599999,7.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,172.30233174482487,-0.5329932746453769,10.210698274300366,102.41178460961761,7.0,102.95091171369748,103.51509840130718,102.36143293717,62429.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,226.05279356917842,4.898007191585174,19.8851634212851,3071439341.2333336,3124779772.5,3.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,2.21122194280583,12.66264479541077,36.745000000000005,37.4,2.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,-0.8945428391620713,-1.4527087430716956,154.8910012667578,99.41561361968333,6.0,-0.7612182128527767,8.060413255056709,156.0791038315812,151.23583081093022,143.33741339778715,142.1125,8.0,103.03021707150286,105.82514033355848,108.34311372062217,103.58642526949133,107.66360282292302,0,0,0,0,1,-1.0,-1.8369701987210297e-16
G03,"Мясо, птица, рыба и колбасные изделия",2024-12-31,2024,4,171.07516225433417,171.07516225433417,10,9,0,2.2964165610371845,9.73989587168862,167.2347556302315,164.22339697415555,155.89149314881865,2544924493.2700005,9122497105.869999,7.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,195.9313206037264,13.713679100927912,8.270580017056272,102.18418278168106,7.0,102.41178460961761,102.95091171369748,102.78737485779332,80646.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,292.01578737734,29.180348876323503,21.81623189281452,3341163752.9666667,3369646336.4,3.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,8.781694240623539,11.550899599814212,37.04,33.39,3.0,Российская Федерация без учета новых субъектов (с 01.01.2023),RF_without_new_regions,0.8028303170499296,-1.567897953760311,162.85952426582654,104.99472014344998,6.0,5.144600353732054,8.389703138534689,154.8910012667578,156.0791038315812,150.25368605140753,142.1125,8.0,114.5293787957594,117.63624233621857,105.82514033355848,108.34311372062217,119.23265750197044,0,0,0,0,1,-2.4492935982947064e-16,1.0
