region,sales_product_name,period_end,sales_cumulative_thousand_rub,year_header,quarter_header,period_label,is_full_year_column,year,quarter,region_scope,product_group_code,product_group_name,sales_quarter_thousand_rub,sales_product_code,source_file
Российская Федерация,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2022-03-31,1254023.7,2022,1,январь-март,False,2022,1,RF_total,G10,Топливо и транспортные товары,1254023.7,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,[2017-2025]_sales_dynamics.xls
Российская Федерация,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2022-06-30,2302560.8,2022,2,январь-июнь,False,2022,2,RF_total,G10,Топливо и транспортные товары,1048537.0999999999,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,[2017-2025]_sales_dynamics.xls
Российская Федерация,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2022-09-30,3531571.1,2022,3,январь-сентябрь,False,2022,3,RF_total,G10,Топливо и транспортные товары,1229010.3000000003,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,[2017-2025]_sales_dynamics.xls
Российская Федерация,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2022-12-31,5332090.8,2022,4,январь-декабрь,False,2022,4,RF_total,G10,Топливо и транспортные товары,1800519.6999999997,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2023-03-31,1270649.5,2023,1,январь-март,False,2023,1,RF_without_new_regions,G10,Топливо и транспортные товары,1270649.5,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2023-06-30,2284830.0,2023,2,январь-июнь,False,2023,2,RF_without_new_regions,G10,Топливо и транспортные товары,1014180.5,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2023-09-30,3578464.0,2023,3,январь-сентябрь,False,2023,3,RF_without_new_regions,G10,Топливо и транспортные товары,1293634.0,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2023-12-31,5472393.7,2023,4,январь-декабрь,False,2023,4,RF_without_new_regions,G10,Топливо и транспортные товары,1893929.7000000002,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2024-03-31,1191031.6,2024,1,январь-март,False,2024,1,RF_without_new_regions,G10,Топливо и транспортные товары,1191031.6,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2024-06-30,2073556.3,2024,2,январь-июнь,False,2024,2,RF_without_new_regions,G10,Топливо и транспортные товары,882524.7,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2024-09-30,3266492.1,2024,3,январь-сентябрь,False,2024,3,RF_without_new_regions,G10,Топливо и транспортные товары,1192935.8,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2024-12-31,4932484.13,2024,4,январь-декабрь,False,2024,4,RF_without_new_regions,G10,Топливо и транспортные товары,1665992.0299999998,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2017-03-31,4514782.47,2017,1,январь-март,False,2017,1,RF_total,G99,Прочее,4514782.47,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2017-06-30,7785150.3,2017,2,январь-июнь,False,2017,2,RF_total,G99,Прочее,3270367.83,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2017-09-30,12047966.0,2017,3,январь-сентябрь,False,2017,3,RF_total,G99,Прочее,4262815.7,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2017-12-31,17234065.2,2017,4,январь-декабрь,False,2017,4,RF_total,G99,Прочее,5186099.199999999,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2018-03-31,4237486.4,2018,1,январь-март,False,2018,1,RF_total,G99,Прочее,4237486.4,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2018-06-30,7692831.9,2018,2,январь-июнь,False,2018,2,RF_total,G99,Прочее,3455345.5,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2018-09-30,11678594.2,2018,3,январь-сентябрь,False,2018,3,RF_total,G99,Прочее,3985762.299999999,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2018-12-31,16542668.0,2018,4,январь-декабрь,False,2018,4,RF_total,G99,Прочее,4864073.800000001,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2019-03-31,4216076.9,2019,1,январь-март,False,2019,1,RF_total,G99,Прочее,4216076.9,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2019-06-30,8028993.9,2019,2,январь-июнь,False,2019,2,RF_total,G99,Прочее,3812917.0,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2019-09-30,12303158.4,2019,3,январь-сентябрь,False,2019,3,RF_total,G99,Прочее,4274164.5,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2019-12-31,17541353.7,2019,4,январь-декабрь,False,2019,4,RF_total,G99,Прочее,5238195.299999999,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2020-03-31,4306859.5,2020,1,январь-март,False,2020,1,RF_total,G99,Прочее,4306859.5,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2020-06-30,7080777.9,2020,2,январь-июнь,False,2020,2,RF_total,G99,Прочее,2773918.4000000004,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2020-09-30,11558692.7,2020,3,январь-сентябрь,False,2020,3,RF_total,G99,Прочее,4477914.799999999,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2020-12-31,17007451.4,2020,4,январь-декабрь,False,2020,4,RF_total,G99,Прочее,5448758.699999999,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2021-03-31,4181605.2,2021,1,январь-март,False,2021,1,RF_total,G99,Прочее,4181605.2,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2021-06-30,7740474.8,2021,2,январь-июнь,False,2021,2,RF_total,G99,Прочее,3558869.5999999996,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2021-09-30,12206276.6,2021,3,январь-сентябрь,False,2021,3,RF_total,G99,Прочее,4465801.8,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2021-12-31,17968447.6,2021,4,январь-декабрь,False,2021,4,RF_total,G99,Прочее,5762171.000000002,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2022-03-31,4727703.2,2022,1,январь-март,False,2022,1,RF_total,G99,Прочее,4727703.2,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2022-06-30,8394490.5,2022,2,январь-июнь,False,2022,2,RF_total,G99,Прочее,3666787.3,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2022-09-30,13116834.6,2022,3,январь-сентябрь,False,2022,3,RF_total,G99,Прочее,4722344.1,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы осветительные (бытовые),2022-12-31,19924031.6,2022,4,январь-декабрь,False,2022,4,RF_total,G99,Прочее,6807197.000000002,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2023-03-31,4683833.9,2023,1,январь-март,False,2023,1,RF_without_new_regions,G99,Прочее,4683833.9,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2023-06-30,8303887.2,2023,2,январь-июнь,False,2023,2,RF_without_new_regions,G99,Прочее,3620053.3,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2023-09-30,13019850.0,2023,3,январь-сентябрь,False,2023,3,RF_without_new_regions,G99,Прочее,4715962.8,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2023-12-31,20241023.8,2023,4,январь-декабрь,False,2023,4,RF_without_new_regions,G99,Прочее,7221173.800000001,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2024-03-31,5177260.0,2024,1,январь-март,False,2024,1,RF_without_new_regions,G99,Прочее,5177260.0,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2024-06-30,8755271.1,2024,2,январь-июнь,False,2024,2,RF_without_new_regions,G99,Прочее,3578011.0999999996,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2024-09-30,13624201.5,2024,3,январь-сентябрь,False,2024,3,RF_without_new_regions,G99,Прочее,4868930.4,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2024-12-31,21113938.03,2024,4,январь-декабрь,False,2024,4,RF_without_new_regions,G99,Прочее,7489736.530000001,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2025-03-31,5060963.6,2025,1,январь-март,False,2025,1,RF_without_new_regions,G99,Прочее,5060963.6,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2025-06-30,8857377.5,2025,2,январь-июнь,False,2025,2,RF_without_new_regions,G99,Прочее,3796413.9000000004,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2025-09-30,13650561.7,2025,3,январь-сентябрь,False,2025,3,RF_without_new_regions,G99,Прочее,4793184.199999999,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2025-12-31,20375655.4,2025,4,январь-декабрь,False,2025,4,RF_without_new_regions,G99,Прочее,6725093.699999999,S_лампы_осветительные_бытовые,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2017-03-31,1450394.63,2017,1,январь-март,False,2017,1,RF_total,G99,Прочее,1450394.63,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2017-06-30,2465486.4,2017,2,январь-июнь,False,2017,2,RF_total,G99,Прочее,1015091.77,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2017-09-30,4174448.0,2017,3,январь-сентябрь,False,2017,3,RF_total,G99,Прочее,1708961.6,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2017-12-31,5840273.6,2017,4,январь-декабрь,False,2017,4,RF_total,G99,Прочее,1665825.5999999996,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2018-03-31,1579215.7,2018,1,январь-март,False,2018,1,RF_total,G99,Прочее,1579215.7,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2018-06-30,2925224.6,2018,2,январь-июнь,False,2018,2,RF_total,G99,Прочее,1346008.9000000001,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2018-09-30,4350998.9,2018,3,январь-сентябрь,False,2018,3,RF_total,G99,Прочее,1425774.3000000003,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2018-12-31,6488181.5,2018,4,январь-декабрь,False,2018,4,RF_total,G99,Прочее,2137182.5999999996,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2019-03-31,1739166.6,2019,1,январь-март,False,2019,1,RF_total,G99,Прочее,1739166.6,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2019-06-30,3355135.6,2019,2,январь-июнь,False,2019,2,RF_total,G99,Прочее,1615969.0,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2019-09-30,5210333.3,2019,3,январь-сентябрь,False,2019,3,RF_total,G99,Прочее,1855197.6999999997,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2019-12-31,7574040.6,2019,4,январь-декабрь,False,2019,4,RF_total,G99,Прочее,2363707.3,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2020-03-31,2122805.8,2020,1,январь-март,False,2020,1,RF_total,G99,Прочее,2122805.8,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2020-06-30,3589841.7,2020,2,январь-июнь,False,2020,2,RF_total,G99,Прочее,1467035.9000000004,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2020-09-30,5762528.7,2020,3,январь-сентябрь,False,2020,3,RF_total,G99,Прочее,2172687.0,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2020-12-31,8367723.8,2020,4,январь-декабрь,False,2020,4,RF_total,G99,Прочее,2605195.0999999996,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2021-03-31,2165063.3,2021,1,январь-март,False,2021,1,RF_total,G99,Прочее,2165063.3,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2021-06-30,3897313.35,2021,2,январь-июнь,False,2021,2,RF_total,G99,Прочее,1732250.0500000003,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2021-09-30,6204265.6,2021,3,январь-сентябрь,False,2021,3,RF_total,G99,Прочее,2306952.2499999995,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2021-12-31,8992141.9,2021,4,январь-декабрь,False,2021,4,RF_total,G99,Прочее,2787876.3000000007,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2022-03-31,2586741.4,2022,1,январь-март,False,2022,1,RF_total,G99,Прочее,2586741.4,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2022-06-30,4279290.3,2022,2,январь-июнь,False,2022,2,RF_total,G99,Прочее,1692548.9,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2022-09-30,6750654.1,2022,3,январь-сентябрь,False,2022,3,RF_total,G99,Прочее,2471363.8,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Лампы светодиодные,2022-12-31,9725417.5,2022,4,январь-декабрь,False,2022,4,RF_total,G99,Прочее,2974763.4000000004,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2023-03-31,2484202.3,2023,1,январь-март,False,2023,1,RF_without_new_regions,G99,Прочее,2484202.3,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2023-06-30,4104186.3,2023,2,январь-июнь,False,2023,2,RF_without_new_regions,G99,Прочее,1619984.0,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2023-09-30,6505134.8,2023,3,январь-сентябрь,False,2023,3,RF_without_new_regions,G99,Прочее,2400948.5,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2023-12-31,9792953.8,2023,4,январь-декабрь,False,2023,4,RF_without_new_regions,G99,Прочее,3287819.000000001,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2024-03-31,3053475.5,2024,1,январь-март,False,2024,1,RF_without_new_regions,G99,Прочее,3053475.5,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2024-06-30,4593077.3,2024,2,январь-июнь,False,2024,2,RF_without_new_regions,G99,Прочее,1539601.7999999998,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2024-09-30,7196017.4,2024,3,январь-сентябрь,False,2024,3,RF_without_new_regions,G99,Прочее,2602940.1000000006,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2024-12-31,10634889.91,2024,4,январь-декабрь,False,2024,4,RF_without_new_regions,G99,Прочее,3438872.51,S_лампы_светодиодные,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2017-03-31,37317841.48,2017,1,январь-март,False,2017,1,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",37317841.48,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2017-06-30,75311983.6,2017,2,январь-июнь,False,2017,2,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",37994142.12,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2017-09-30,123078629.2,2017,3,январь-сентябрь,False,2017,3,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",47766645.60000001,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2017-12-31,160599744.1,2017,4,январь-декабрь,False,2017,4,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",37521114.89999999,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2018-03-31,38215661.1,2018,1,январь-март,False,2018,1,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",38215661.1,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2018-06-30,77097777.9,2018,2,январь-июнь,False,2018,2,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",38882116.800000004,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2018-09-30,126768022.1,2018,3,январь-сентябрь,False,2018,3,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",49670244.19999999,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2018-12-31,163335574.9,2018,4,январь-декабрь,False,2018,4,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",36567552.80000001,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2019-03-31,40914737.7,2019,1,январь-март,False,2019,1,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",40914737.7,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2019-06-30,84833596.6,2019,2,январь-июнь,False,2019,2,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",43918858.89999999,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2019-09-30,135045346.0,2019,3,январь-сентябрь,False,2019,3,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",50211749.400000006,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2019-12-31,176001089.54,2019,4,январь-декабрь,False,2019,4,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",40955743.53999999,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2020-03-31,46458343.5,2020,1,январь-март,False,2020,1,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",46458343.5,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2020-06-30,91088570.1,2020,2,январь-июнь,False,2020,2,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",44630226.599999994,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2020-09-30,145649200.9,2020,3,январь-сентябрь,False,2020,3,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",54560630.80000001,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2020-12-31,185244573.2,2020,4,январь-декабрь,False,2020,4,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",39595372.29999998,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2021-03-31,43614965.7,2021,1,январь-март,False,2021,1,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",43614965.7,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2021-06-30,94943119.5,2021,2,январь-июнь,False,2021,2,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",51328153.8,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2021-09-30,153058197.4,2021,3,январь-сентябрь,False,2021,3,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",58115077.900000006,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2021-12-31,201061654.2,2021,4,январь-декабрь,False,2021,4,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",48003456.79999998,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2022-03-31,55158111.8,2022,1,январь-март,False,2022,1,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",55158111.8,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2022-06-30,112544372.2,2022,2,январь-июнь,False,2022,2,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",57386260.400000006,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2022-09-30,185838758.1,2022,3,январь-сентябрь,False,2022,3,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",73294385.89999999,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация,Макаронные изделия,2022-12-31,239986782.8,2022,4,январь-декабрь,False,2022,4,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",54148024.70000002,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2023-03-31,56553181.8,2023,1,январь-март,False,2023,1,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",56553181.8,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2023-06-30,121915672.1,2023,2,январь-июнь,False,2023,2,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",65362490.3,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2023-09-30,193867571.0,2023,3,январь-сентябрь,False,2023,3,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",71951898.9,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2023-12-31,250333904.9,2023,4,январь-декабрь,False,2023,4,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",56466333.900000006,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2024-03-31,59696556.8,2024,1,январь-март,False,2024,1,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",59696556.8,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2024-06-30,126811055.2,2024,2,январь-июнь,False,2024,2,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",67114498.4,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2024-09-30,202869254.4,2024,3,январь-сентябрь,False,2024,3,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",76058199.2,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2024-12-31,267162364.46,2024,4,январь-декабрь,False,2024,4,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",64293110.06,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2025-03-31,64330152.4,2025,1,январь-март,False,2025,1,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",64330152.4,S_макаронные_изделия,[2017-2025]_sales_dynamics.xls
