region,sales_product_name,period_end,physical_volume_cumulative_yoy_index,year_header,quarter_header,period_label,is_full_year_column,year,quarter,region_scope,product_group_code,product_group_name,source_file
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2023-09-30,98.02,2023,3,январь-сентябрь,False,2023,3,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2023-12-31,98.27,2023,4,январь-декабрь,False,2023,4,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2024-03-31,106.8,2024,1,январь-март,False,2024,1,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2024-06-30,102.2,2024,2,январь-июнь,False,2024,2,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2024-09-30,102.04,2024,3,январь-сентябрь,False,2024,3,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2024-12-31,102.01,2024,4,январь-декабрь,False,2024,4,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2025-03-31,95.46,2025,1,январь-март,False,2025,1,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2025-06-30,98.23,2025,2,январь-июнь,False,2025,2,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2025-09-30,97.49,2025,3,январь-сентябрь,False,2025,3,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы осветительные (бытовые),2025-12-31,94.06,2025,4,январь-декабрь,False,2025,4,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2017-03-31,164101.36,2017,1,январь-март,False,2017,1,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2017-06-30,245425.4,2017,2,январь-июнь,False,2017,2,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2017-09-30,241695.4,2017,3,январь-сентябрь,False,2017,3,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2017-12-31,281412.6,2017,4,январь-декабрь,False,2017,4,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2018-03-31,109.22,2018,1,январь-март,False,2018,1,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2018-06-30,104.83,2018,2,январь-июнь,False,2018,2,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2018-09-30,104.49,2018,3,январь-сентябрь,False,2018,3,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2018-12-31,109.4,2018,4,январь-декабрь,False,2018,4,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2019-03-31,113.13,2019,1,январь-март,False,2019,1,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2019-06-30,115.84,2019,2,январь-июнь,False,2019,2,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2019-09-30,120.99,2019,3,январь-сентябрь,False,2019,3,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2019-12-31,117.36,2019,4,январь-декабрь,False,2019,4,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2020-03-31,122.23,2020,1,январь-март,False,2020,1,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2020-06-30,107.76,2020,2,январь-июнь,False,2020,2,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2020-09-30,110.85,2020,3,январь-сентябрь,False,2020,3,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2020-12-31,110.45,2020,4,январь-декабрь,False,2020,4,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2021-03-31,98.98,2021,1,январь-март,False,2021,1,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2021-06-30,107.71,2021,2,январь-июнь,False,2021,2,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2021-09-30,106.56,2021,3,январь-сентябрь,False,2021,3,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2021-12-31,104.83,2021,4,январь-декабрь,False,2021,4,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2022-03-31,111.55,2022,1,январь-март,False,2022,1,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2022-06-30,99.5,2022,2,январь-июнь,False,2022,2,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2022-09-30,96.87,2022,3,январь-сентябрь,False,2022,3,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Лампы светодиодные,2022-12-31,95.95,2022,4,январь-декабрь,False,2022,4,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2023-03-31,93.34,2023,1,январь-март,False,2023,1,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2023-06-30,99.03,2023,2,январь-июнь,False,2023,2,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2023-09-30,98.5,2023,3,январь-сентябрь,False,2023,3,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2023-12-31,100.18,2023,4,январь-декабрь,False,2023,4,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2024-03-31,120.5,2024,1,январь-март,False,2024,1,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2024-06-30,109.9,2024,2,январь-июнь,False,2024,2,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2024-09-30,109.31,2024,3,январь-сентябрь,False,2024,3,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Лампы светодиодные,2024-12-31,107.7,2024,4,январь-декабрь,False,2024,4,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2017-03-31,101.6,2017,1,январь-март,False,2017,1,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2017-06-30,100.7,2017,2,январь-июнь,False,2017,2,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2017-09-30,101.99,2017,3,январь-сентябрь,False,2017,3,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2017-12-31,103.4,2017,4,январь-декабрь,False,2017,4,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2018-03-31,104.26,2018,1,январь-март,False,2018,1,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2018-06-30,104.23,2018,2,январь-июнь,False,2018,2,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2018-09-30,105.27,2018,3,январь-сентябрь,False,2018,3,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2018-12-31,103.43,2018,4,январь-декабрь,False,2018,4,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2019-03-31,103.0,2019,1,январь-март,False,2019,1,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2019-06-30,104.36,2019,2,январь-июнь,False,2019,2,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2019-09-30,100.55,2019,3,январь-сентябрь,False,2019,3,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2019-12-31,101.91,2019,4,январь-декабрь,False,2019,4,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2020-03-31,107.93,2020,1,январь-март,False,2020,1,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2020-06-30,100.65,2020,2,январь-июнь,False,2020,2,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2020-09-30,100.29,2020,3,январь-сентябрь,False,2020,3,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2020-12-31,96.97,2020,4,январь-декабрь,False,2020,4,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2021-03-31,83.37,2021,1,январь-март,False,2021,1,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2021-06-30,94.24,2021,2,январь-июнь,False,2021,2,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2021-09-30,95.49,2021,3,январь-сентябрь,False,2021,3,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2021-12-31,97.83,2021,4,январь-декабрь,False,2021,4,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2022-03-31,105.48,2022,1,январь-март,False,2022,1,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2022-06-30,99.98,2022,2,январь-июнь,False,2022,2,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2022-09-30,97.28,2022,3,январь-сентябрь,False,2022,3,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Макаронные изделия,2022-12-31,97.0,2022,4,январь-декабрь,False,2022,4,RF_total,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2023-03-31,96.16,2023,1,январь-март,False,2023,1,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2023-06-30,109.04,2023,2,январь-июнь,False,2023,2,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2023-09-30,105.21,2023,3,январь-сентябрь,False,2023,3,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2023-12-31,106.22,2023,4,январь-декабрь,False,2023,4,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2024-03-31,107.9,2024,1,январь-март,False,2024,1,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2024-06-30,105.5,2024,2,январь-июнь,False,2024,2,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2024-09-30,105.11,2024,3,январь-сентябрь,False,2024,3,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2024-12-31,106.3,2024,4,январь-декабрь,False,2024,4,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2025-03-31,104.99,2025,1,январь-март,False,2025,1,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2025-06-30,104.69,2025,2,январь-июнь,False,2025,2,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2025-09-30,104.5,2025,3,январь-сентябрь,False,2025,3,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Макаронные изделия,2025-12-31,106.04,2025,4,январь-декабрь,False,2025,4,RF_without_new_regions,G01,"Хлеб, крупы, мука и макаронные изделия",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2017-03-31,95.09,2017,1,январь-март,False,2017,1,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2017-06-30,97.23,2017,2,январь-июнь,False,2017,2,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2017-09-30,100.35,2017,3,январь-сентябрь,False,2017,3,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2017-12-31,102.1,2017,4,январь-декабрь,False,2017,4,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2018-03-31,96.13,2018,1,январь-март,False,2018,1,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2018-06-30,97.21,2018,2,январь-июнь,False,2018,2,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2018-09-30,97.02,2018,3,январь-сентябрь,False,2018,3,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2018-12-31,89.93,2018,4,январь-декабрь,False,2018,4,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2019-03-31,94.9,2019,1,январь-март,False,2019,1,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2019-06-30,95.87,2019,2,январь-июнь,False,2019,2,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2019-09-30,96.49,2019,3,январь-сентябрь,False,2019,3,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2019-12-31,96.7,2019,4,январь-декабрь,False,2019,4,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2020-03-31,93.73,2020,1,январь-март,False,2020,1,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2020-06-30,93.75,2020,2,январь-июнь,False,2020,2,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2020-09-30,94.36,2020,3,январь-сентябрь,False,2020,3,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2020-12-31,92.54,2020,4,январь-декабрь,False,2020,4,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2021-03-31,91.1,2021,1,январь-март,False,2021,1,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2021-06-30,88.41,2021,2,январь-июнь,False,2021,2,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2021-09-30,91.91,2021,3,январь-сентябрь,False,2021,3,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2021-12-31,93.75,2021,4,январь-декабрь,False,2021,4,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2022-03-31,93.34,2022,1,январь-март,False,2022,1,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2022-06-30,89.21,2022,2,январь-июнь,False,2022,2,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2022-09-30,84.44,2022,3,январь-сентябрь,False,2022,3,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Маргариновая продукция,2022-12-31,84.99,2022,4,январь-декабрь,False,2022,4,RF_total,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Маргариновая продукция,2023-03-31,85.23,2023,1,январь-март,False,2023,1,RF_without_new_regions,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Маргариновая продукция,2023-06-30,94.66,2023,2,январь-июнь,False,2023,2,RF_without_new_regions,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Маргариновая продукция,2023-09-30,91.67,2023,3,январь-сентябрь,False,2023,3,RF_without_new_regions,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Маргариновая продукция,2023-12-31,96.72,2023,4,январь-декабрь,False,2023,4,RF_without_new_regions,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Маргариновая продукция,2024-03-31,103.1,2024,1,январь-март,False,2024,1,RF_without_new_regions,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Маргариновая продукция,2024-06-30,99.3,2024,2,январь-июнь,False,2024,2,RF_without_new_regions,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Маргариновая продукция,2024-09-30,97.62,2024,3,январь-сентябрь,False,2024,3,RF_without_new_regions,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Маргариновая продукция,2024-12-31,100.8,2024,4,январь-декабрь,False,2024,4,RF_without_new_regions,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Маргариновая продукция,2025-03-31,95.97,2025,1,январь-март,False,2025,1,RF_without_new_regions,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Маргариновая продукция,2025-06-30,96.48,2025,2,январь-июнь,False,2025,2,RF_without_new_regions,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Маргариновая продукция,2025-09-30,95.39,2025,3,январь-сентябрь,False,2025,3,RF_without_new_regions,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Маргариновая продукция,2025-12-31,95.85,2025,4,январь-декабрь,False,2025,4,RF_without_new_regions,G05,"Бакалея, масло, сахар, чай, соль",[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2017-03-31,109.92,2017,1,январь-март,False,2017,1,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2017-06-30,112.75,2017,2,январь-июнь,False,2017,2,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2017-09-30,117.45,2017,3,январь-сентябрь,False,2017,3,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2017-12-31,120.5,2017,4,январь-декабрь,False,2017,4,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2018-03-31,125.45,2018,1,январь-март,False,2018,1,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2018-06-30,122.12,2018,2,январь-июнь,False,2018,2,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2018-09-30,121.35,2018,3,январь-сентябрь,False,2018,3,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2018-12-31,123.29,2018,4,январь-декабрь,False,2018,4,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2019-03-31,121.26,2019,1,январь-март,False,2019,1,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2019-06-30,119.28,2019,2,январь-июнь,False,2019,2,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2019-09-30,115.0,2019,3,январь-сентябрь,False,2019,3,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2019-12-31,113.88,2019,4,январь-декабрь,False,2019,4,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2020-03-31,117.19,2020,1,январь-март,False,2020,1,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2020-06-30,110.61,2020,2,январь-июнь,False,2020,2,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2020-09-30,117.44,2020,3,январь-сентябрь,False,2020,3,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2020-12-31,114.52,2020,4,январь-декабрь,False,2020,4,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2021-03-31,124.87,2021,1,январь-март,False,2021,1,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2021-06-30,127.32,2021,2,январь-июнь,False,2021,2,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2021-09-30,127.94,2021,3,январь-сентябрь,False,2021,3,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2021-12-31,125.61,2021,4,январь-декабрь,False,2021,4,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2022-03-31,99.54,2022,1,январь-март,False,2022,1,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2022-06-30,87.95,2022,2,январь-июнь,False,2022,2,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2022-09-30,81.9,2022,3,январь-сентябрь,False,2022,3,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация,Мобильные телефоны,2022-12-31,80.11,2022,4,январь-декабрь,False,2022,4,RF_total,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Мобильные телефоны,2023-03-31,89.72,2023,1,январь-март,False,2023,1,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Мобильные телефоны,2023-06-30,110.92,2023,2,январь-июнь,False,2023,2,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Мобильные телефоны,2023-09-30,113.55,2023,3,январь-сентябрь,False,2023,3,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Мобильные телефоны,2023-12-31,117.16,2023,4,январь-декабрь,False,2023,4,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
Российская Федерация без учета новых субъектов (с 01.01.2023),Мобильные телефоны,2024-03-31,124.5,2024,1,январь-март,False,2024,1,RF_without_new_regions,G99,Прочее,[2017-2025]_rozn_dynamics.xls
