buy_ability_product_name,year,buy_ability_value,buy_ability_section,product_group_code,product_group_name
Макаронные изделия из пшеничной муки высшего сорта,2020,453.8,"Продукты питания, кг в месяц",G01,"Хлеб, крупы, мука и макаронные изделия"
Макаронные изделия из пшеничной муки высшего сорта,2021,450.2,"Продукты питания, кг в месяц",G01,"Хлеб, крупы, мука и макаронные изделия"
Макаронные изделия из пшеничной муки высшего сорта,2022,435.9,"Продукты питания, кг в месяц",G01,"Хлеб, крупы, мука и макаронные изделия"
Макаронные изделия из пшеничной муки высшего сорта,2023,488.9,"Продукты питания, кг в месяц",G01,"Хлеб, крупы, мука и макаронные изделия"
Макаронные изделия из пшеничной муки высшего сорта,2024,582.7,"Продукты питания, кг в месяц",G01,"Хлеб, крупы, мука и макаронные изделия"
Макаронные изделия из пшеничной муки высшего сорта,2025,641.5,"Продукты питания, кг в месяц",G01,"Хлеб, крупы, мука и макаронные изделия"
Картофель,2017,1177.6,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Картофель,2018,1230.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Картофель,2019,1316.6,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Картофель,2020,1285.2,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Картофель,2021,941.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Картофель,2022,1049.0,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Картофель,2023,1552.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Картофель,2024,1453.6,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Картофель,2025,1205.4,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Капуста белокачанная свежая,2017,1333.6,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Капуста белокачанная свежая,2018,1351.5,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Капуста белокачанная свежая,2019,1041.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Капуста белокачанная свежая,2020,1489.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Капуста белокачанная свежая,2021,1119.9,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Капуста белокачанная свежая,2022,986.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Капуста белокачанная свежая,2023,1407.0,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Капуста белокачанная свежая,2024,1452.0,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Капуста белокачанная свежая,2025,1535.3,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Лук репчатый,2017,1131.0,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Лук репчатый,2018,1307.2,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Лук репчатый,2019,1061.6,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Лук репчатый,2020,1168.6,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Лук репчатый,2021,1234.4,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Лук репчатый,2022,1180.4,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Лук репчатый,2023,1114.4,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Лук репчатый,2024,1491.9,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Лук репчатый,2025,1396.4,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Свекла столовая,2017,1258.5,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Свекла столовая,2018,1024.4,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Свекла столовая,2019,1178.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Свекла столовая,2020,1246.4,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Свекла столовая,2021,837.4,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Свекла столовая,2022,1078.6,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Свекла столовая,2023,1433.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Свекла столовая,2024,1277.4,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Свекла столовая,2025,1409.2,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Морковь,2017,988.9,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Морковь,2018,899.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Морковь,2019,980.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Морковь,2020,1027.3,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Морковь,2021,763.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Морковь,2022,935.7,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Морковь,2023,1063.5,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Морковь,2024,1187.9,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Морковь,2025,1380.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Огурцы свежие,2017,274.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Огурцы свежие,2018,311.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Огурцы свежие,2019,313.9,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Огурцы свежие,2020,318.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Огурцы свежие,2021,303.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Огурцы свежие,2022,360.9,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Огурцы свежие,2023,337.9,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Огурцы свежие,2024,356.0,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Огурцы свежие,2025,406.4,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Помидоры свежие,2017,251.2,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Помидоры свежие,2018,283.7,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Помидоры свежие,2019,275.0,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Помидоры свежие,2020,277.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Помидоры свежие,2021,277.0,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Помидоры свежие,2022,306.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Помидоры свежие,2023,298.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Помидоры свежие,2024,293.2,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Помидоры свежие,2025,337.7,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Яблоки,2017,344.9,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Яблоки,2018,341.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Яблоки,2019,367.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Яблоки,2020,317.3,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Яблоки,2021,367.0,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Яблоки,2022,404.3,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Яблоки,2023,451.6,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Яблоки,2024,445.6,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Яблоки,2025,460.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Цитрусовые7),2017,293.7,"Продукты питания, кг в месяц",G99,Прочее
Цитрусовые7),2018,308.3,"Продукты питания, кг в месяц",G99,Прочее
Цитрусовые7),2019,321.9,"Продукты питания, кг в месяц",G99,Прочее
Цитрусовые7),2020,264.0,"Продукты питания, кг в месяц",G99,Прочее
Цитрусовые7),2021,312.5,"Продукты питания, кг в месяц",G99,Прочее
Цитрусовые7),2022,351.4,"Продукты питания, кг в месяц",G99,Прочее
Цитрусовые7),2023,329.1,"Продукты питания, кг в месяц",G99,Прочее
Цитрусовые7),2024,374.8,"Продукты питания, кг в месяц",G99,Прочее
Цитрусовые7),2025,381.3,"Продукты питания, кг в месяц",G99,Прочее
Виноград,2017,173.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Виноград,2018,184.6,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Виноград,2019,194.5,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Виноград,2020,193.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Виноград,2021,198.4,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Виноград,2022,222.7,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Виноград,2023,218.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Виноград,2024,208.7,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Виноград,2025,249.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Бананы,2017,473.0,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Бананы,2018,469.3,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Бананы,2019,462.5,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Бананы,2020,478.0,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Бананы,2021,483.2,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Бананы,2022,469.9,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Бананы,2023,427.4,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Бананы,2024,411.3,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Бананы,2025,469.2,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Орехи,2017,54.9,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Орехи,2018,57.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Орехи,2019,54.9,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Орехи,2020,54.7,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Орехи,2021,46.9,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Орехи,2022,48.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Орехи,2023,55.1,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Орехи,2024,61.8,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Орехи,2025,66.6,"Продукты питания, кг в месяц",G04,"Овощи, фрукты и картофель"
Куртка мужская,2017,5.1,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка мужская,2018,5.2,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка мужская,2019,5.4,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка мужская,2020,5.3,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка мужская,2021,5.9,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка мужская,2022,6.6,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка мужская,2023,7.0,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка мужская,2024,7.9,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка мужская,2025,8.9,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Костюм-двойка мужской,2017,3.7,"Непродовольственные товары, шт. в месяц",G99,Прочее
Костюм-двойка мужской,2018,3.6,"Непродовольственные товары, шт. в месяц",G99,Прочее
Костюм-двойка мужской,2019,3.7,"Непродовольственные товары, шт. в месяц",G99,Прочее
Костюм-двойка мужской,2020,3.8,"Непродовольственные товары, шт. в месяц",G99,Прочее
Костюм-двойка мужской,2021,4.0,"Непродовольственные товары, шт. в месяц",G99,Прочее
Костюм-двойка мужской,2022,4.2,"Непродовольственные товары, шт. в месяц",G99,Прочее
Костюм-двойка мужской,2023,4.6,"Непродовольственные товары, шт. в месяц",G99,Прочее
Костюм-двойка мужской,2024,5.0,"Непродовольственные товары, шт. в месяц",G99,Прочее
Костюм-двойка мужской,2025,5.4,"Непродовольственные товары, шт. в месяц",G99,Прочее
Сорочка мужская,2017,24.4,"Непродовольственные товары, шт. в месяц",G99,Прочее
Сорочка мужская,2018,24.5,"Непродовольственные товары, шт. в месяц",G99,Прочее
Сорочка мужская,2019,24.5,"Непродовольственные товары, шт. в месяц",G99,Прочее
Сорочка мужская,2020,23.8,"Непродовольственные товары, шт. в месяц",G99,Прочее
Сорочка мужская,2021,25.6,"Непродовольственные товары, шт. в месяц",G99,Прочее
Сорочка мужская,2022,26.3,"Непродовольственные товары, шт. в месяц",G99,Прочее
Сорочка мужская,2023,27.1,"Непродовольственные товары, шт. в месяц",G99,Прочее
Сорочка мужская,2024,29.4,"Непродовольственные товары, шт. в месяц",G99,Прочее
Сорочка мужская,2025,32.1,"Непродовольственные товары, шт. в месяц",G99,Прочее
Пальто женское,2017,3.3,"Непродовольственные товары, шт. в месяц",G99,Прочее
Пальто женское,2018,3.4,"Непродовольственные товары, шт. в месяц",G99,Прочее
Пальто женское,2019,3.5,"Непродовольственные товары, шт. в месяц",G99,Прочее
Пальто женское,2020,3.5,"Непродовольственные товары, шт. в месяц",G99,Прочее
Пальто женское,2021,3.9,"Непродовольственные товары, шт. в месяц",G99,Прочее
Пальто женское,2022,4.2,"Непродовольственные товары, шт. в месяц",G99,Прочее
Пальто женское,2023,4.7,"Непродовольственные товары, шт. в месяц",G99,Прочее
Пальто женское,2024,5.3,"Непродовольственные товары, шт. в месяц",G99,Прочее
Пальто женское,2025,6.2,"Непродовольственные товары, шт. в месяц",G99,Прочее
Куртка для детей школьного возраста,2017,8.8,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка для детей школьного возраста,2018,9.2,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка для детей школьного возраста,2019,9.7,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка для детей школьного возраста,2020,10.0,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка для детей школьного возраста,2021,10.6,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка для детей школьного возраста,2022,11.8,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка для детей школьного возраста,2023,13.0,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка для детей школьного возраста,2024,14.8,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Куртка для детей школьного возраста,2025,17.0,"Непродовольственные товары, шт. в месяц",G03,"Мясо, птица, рыба и колбасные изделия"
Джемпер мужской,2017,15.6,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер мужской,2018,16.2,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер мужской,2019,16.8,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер мужской,2020,16.9,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер мужской,2021,18.3,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер мужской,2022,20.2,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер мужской,2023,21.6,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер мужской,2024,24.0,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер мужской,2025,27.2,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер женский,2017,17.6,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер женский,2018,18.0,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер женский,2019,18.4,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер женский,2020,18.5,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер женский,2021,20.2,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер женский,2022,22.5,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер женский,2023,24.5,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер женский,2024,27.0,"Непродовольственные товары, шт. в месяц",G99,Прочее
Джемпер женский,2025,29.9,"Непродовольственные товары, шт. в месяц",G99,Прочее
"Сапоги, ботинки для детей школьного возраста, пара",2017,10.6,"Непродовольственные товары, шт. в месяц",G99,Прочее
"Сапоги, ботинки для детей школьного возраста, пара",2018,10.6,"Непродовольственные товары, шт. в месяц",G99,Прочее
"Сапоги, ботинки для детей школьного возраста, пара",2019,10.9,"Непродовольственные товары, шт. в месяц",G99,Прочее
"Сапоги, ботинки для детей школьного возраста, пара",2020,11.0,"Непродовольственные товары, шт. в месяц",G99,Прочее
"Сапоги, ботинки для детей школьного возраста, пара",2021,12.0,"Непродовольственные товары, шт. в месяц",G99,Прочее
"Сапоги, ботинки для детей школьного возраста, пара",2022,12.7,"Непродовольственные товары, шт. в месяц",G99,Прочее
"Сапоги, ботинки для детей школьного возраста, пара",2023,13.6,"Непродовольственные товары, шт. в месяц",G99,Прочее
"Сапоги, ботинки для детей школьного возраста, пара",2024,16.0,"Непродовольственные товары, шт. в месяц",G99,Прочее
"Сапоги, ботинки для детей школьного возраста, пара",2025,18.4,"Непродовольственные товары, шт. в месяц",G99,Прочее
Поездка в городском автобусе8),2017,87.3,"Услуги, в процентах к предыдущему году",G99,Прочее
Поездка в городском автобусе8),2019,97.6,"Услуги, в процентах к предыдущему году",G99,Прочее
Поездка в городском автобусе8),2020,93.9,"Услуги, в процентах к предыдущему году",G99,Прочее
Поездка в городском автобусе8),2021,106.3,"Услуги, в процентах к предыдущему году",G99,Прочее
Поездка в городском автобусе8),2022,110.7,"Услуги, в процентах к предыдущему году",G99,Прочее
Поездка в городском автобусе8),2023,107.6,"Услуги, в процентах к предыдущему году",G99,Прочее
Поездка в городском автобусе8),2024,107.4,"Услуги, в процентах к предыдущему году",G99,Прочее
Поездка в городском автобусе8),2025,103.7,"Услуги, в процентах к предыдущему году",G99,Прочее
"Постановка набоек, пара",2017,99.1,"Услуги, в процентах к предыдущему году",G99,Прочее
"Постановка набоек, пара",2018,103.3,"Услуги, в процентах к предыдущему году",G99,Прочее
"Постановка набоек, пара",2019,102.1,"Услуги, в процентах к предыдущему году",G99,Прочее
"Постановка набоек, пара",2020,100.1,"Услуги, в процентах к предыдущему году",G99,Прочее
"Постановка набоек, пара",2021,101.9,"Услуги, в процентах к предыдущему году",G99,Прочее
"Постановка набоек, пара",2022,113.0,"Услуги, в процентах к предыдущему году",G99,Прочее
"Постановка набоек, пара",2023,103.3,"Услуги, в процентах к предыдущему году",G99,Прочее
"Постановка набоек, пара",2024,108.1,"Услуги, в процентах к предыдущему году",G99,Прочее
"Постановка набоек, пара",2025,105.2,"Услуги, в процентах к предыдущему году",G99,Прочее
Абонентская плата за неограниченный объем местных телефонных соединений,2017,100.9,"Услуги, в процентах к предыдущему году",G99,Прочее
Абонентская плата за неограниченный объем местных телефонных соединений,2018,102.9,"Услуги, в процентах к предыдущему году",G99,Прочее
Абонентская плата за неограниченный объем местных телефонных соединений,2019,104.0,"Услуги, в процентах к предыдущему году",G99,Прочее
Абонентская плата за неограниченный объем местных телефонных соединений,2020,101.1,"Услуги, в процентах к предыдущему году",G99,Прочее
Абонентская плата за неограниченный объем местных телефонных соединений,2021,110.7,"Услуги, в процентах к предыдущему году",G99,Прочее
Абонентская плата за неограниченный объем местных телефонных соединений,2022,117.2,"Услуги, в процентах к предыдущему году",G99,Прочее
Абонентская плата за неограниченный объем местных телефонных соединений,2023,108.0,"Услуги, в процентах к предыдущему году",G99,Прочее
Абонентская плата за неограниченный объем местных телефонных соединений,2024,113.9,"Услуги, в процентах к предыдущему году",G99,Прочее
Абонентская плата за неограниченный объем местных телефонных соединений,2025,114.6,"Услуги, в процентах к предыдущему году",G99,Прочее
Плата за жилье в домах государственного и муниципального жилищных фондов,2017,93.1,"Услуги, в процентах к предыдущему году",G99,Прочее
Плата за жилье в домах государственного и муниципального жилищных фондов,2018,95.8,"Услуги, в процентах к предыдущему году",G99,Прочее
Плата за жилье в домах государственного и муниципального жилищных фондов,2019,107.3,"Услуги, в процентах к предыдущему году",G99,Прочее
Плата за жилье в домах государственного и муниципального жилищных фондов,2020,99.6,"Услуги, в процентах к предыдущему году",G99,Прочее
Плата за жилье в домах государственного и муниципального жилищных фондов,2021,106.6,"Услуги, в процентах к предыдущему году",G99,Прочее
Плата за жилье в домах государственного и муниципального жилищных фондов,2022,119.1,"Услуги, в процентах к предыдущему году",G99,Прочее
Плата за жилье в домах государственного и муниципального жилищных фондов,2023,102.9,"Услуги, в процентах к предыдущему году",G99,Прочее
Плата за жилье в домах государственного и муниципального жилищных фондов,2024,109.4,"Услуги, в процентах к предыдущему году",G99,Прочее
Плата за жилье в домах государственного и муниципального жилищных фондов,2025,107.5,"Услуги, в процентах к предыдущему году",G99,Прочее
Газ сетевой,2017,97.5,"Услуги, в процентах к предыдущему году",G99,Прочее
Газ сетевой,2018,100.3,"Услуги, в процентах к предыдущему году",G99,Прочее
Газ сетевой,2019,102.5,"Услуги, в процентах к предыдущему году",G99,Прочее
Газ сетевой,2020,99.5,"Услуги, в процентах к предыдущему году",G99,Прочее
Газ сетевой,2021,106.5,"Услуги, в процентах к предыдущему году",G99,Прочее
Газ сетевой,2022,114.4,"Услуги, в процентах к предыдущему году",G99,Прочее
Газ сетевой,2023,104.2,"Услуги, в процентах к предыдущему году",G99,Прочее
Газ сетевой,2024,113.5,"Услуги, в процентах к предыдущему году",G99,Прочее
Газ сетевой,2025,105.4,"Услуги, в процентах к предыдущему году",G99,Прочее
Водоснабжение холодное и водоотведение9),2017,95.9,"Услуги, в процентах к предыдущему году",G11,Услуги
Водоснабжение холодное и водоотведение9),2018,98.4,"Услуги, в процентах к предыдущему году",G11,Услуги
Водоснабжение холодное и водоотведение9),2019,99.0,"Услуги, в процентах к предыдущему году",G11,Услуги
Водоснабжение холодное и водоотведение9),2020,98.6,"Услуги, в процентах к предыдущему году",G11,Услуги
Водоснабжение холодное и водоотведение9),2021,107.2,"Услуги, в процентах к предыдущему году",G11,Услуги
Водоснабжение холодное и водоотведение9),2022,112.1,"Услуги, в процентах к предыдущему году",G11,Услуги
Водоснабжение холодное и водоотведение9),2023,102.0,"Услуги, в процентах к предыдущему году",G11,Услуги
Водоснабжение холодное и водоотведение9),2024,113.3,"Услуги, в процентах к предыдущему году",G11,Услуги
Водоснабжение холодное и водоотведение9),2025,105.5,"Услуги, в процентах к предыдущему году",G11,Услуги
Горячее водоснабжение9),2017,97.7,"Услуги, в процентах к предыдущему году",G11,Услуги
Горячее водоснабжение9),2018,98.0,"Услуги, в процентах к предыдущему году",G11,Услуги
Горячее водоснабжение9),2019,100.5,"Услуги, в процентах к предыдущему году",G11,Услуги
Горячее водоснабжение9),2020,99.4,"Услуги, в процентах к предыдущему году",G11,Услуги
Горячее водоснабжение9),2021,106.9,"Услуги, в процентах к предыдущему году",G11,Услуги
Горячее водоснабжение9),2022,112.1,"Услуги, в процентах к предыдущему году",G11,Услуги
Горячее водоснабжение9),2023,102.7,"Услуги, в процентах к предыдущему году",G11,Услуги
Горячее водоснабжение9),2024,112.9,"Услуги, в процентах к предыдущему году",G11,Услуги
Горячее водоснабжение9),2025,103.6,"Услуги, в процентах к предыдущему году",G11,Услуги
Электроэнергия10),2017,98.9,"Услуги, в процентах к предыдущему году",G11,Услуги
Электроэнергия10),2018,100.0,"Услуги, в процентах к предыдущему году",G11,Услуги
Электроэнергия10),2019,100.8,"Услуги, в процентах к предыдущему году",G11,Услуги
Электроэнергия10),2020,100.5,"Услуги, в процентах к предыдущему году",G11,Услуги
Электроэнергия10),2021,107.1,"Услуги, в процентах к предыдущему году",G11,Услуги
Электроэнергия10),2022,112.6,"Услуги, в процентах к предыдущему году",G11,Услуги
Электроэнергия10),2023,102.9,"Услуги, в процентах к предыдущему году",G11,Услуги
Электроэнергия10),2024,114.3,"Услуги, в процентах к предыдущему году",G11,Услуги
Электроэнергия10),2025,106.7,"Услуги, в процентах к предыдущему году",G11,Услуги
