group_code,group_name,products_count,observations_count,actual_mean,forecast_mean,MAE,RMSE,MAPE_%,WAPE_%
G03,"Мясо, птица, рыба и колбасные изделия",2,8,110.36622499999999,104.76562793710087,7.285385914212862,10.273051459723865,6.063069109690465,6.601100938455458
G01,"Хлеб, крупы, мука и макаронные изделия",2,8,110.841285875,99.71513946174363,12.340988753665606,17.885992232712038,10.30612030713709,11.133927810602104
G07,"Товары для дома, гигиены и бытовая химия",1,4,124.64015674999999,130.4474980124234,14.322944318103449,16.143351139104954,11.732671406461629,11.491436380998815
G10,Топливо и транспортные товары,1,4,160.39977525,168.24025942025233,18.466604156210074,19.774189712505336,12.158580836568916,11.512861615565184
G02,Молочная продукция и яйца,3,12,123.56430399999999,101.01113042259641,22.630638257834665,31.104946495630482,17.551691174522684,18.314867259588713
G05,"Бакалея, масло, сахар, чай, соль",2,8,88.98974874999999,84.44033687997684,17.312866667197042,18.36914331081119,19.717836274667295,19.454900042289474
G04,"Овощи, фрукты и картофель",3,12,143.77120266666665,115.05140879313774,33.40824996515463,44.23357270181043,21.554725450185384,23.23709431756762
