period_end,year,quarter,product_code,product_name,group_code,group_name,sales_quarter_thousand_rub,sales_index,consumer_price_index,target_demand_index,income_index,stock_days_mean,stock_value_mean_thousand_rub
2025-12-31,2025,4,S_свежий_картофель,Свежий картофель,G04,"Овощи, фрукты и картофель",70136079.8,268.285765,138.365788,172.663824,330.15896,35.63,3386222179.633333
2017-03-31,2017,1,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",16534901.7,100.0,106.914674,100.0,100.0,36.863333,1318029619.0
2017-06-30,2017,2,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",13148394.6,79.519037,107.962665,78.747148,112.763877,36.106667,1356238062.333333
2017-09-30,2017,3,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",15704286.6,94.976595,108.23276,93.819946,112.829055,35.216667,1396551504.11
2017-12-31,2017,4,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",27644055.6,167.18609,108.770146,164.334121,134.080458,35.69,1525051331.066666
2018-03-31,2018,1,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",17276595.6,104.485626,109.050475,102.43923,104.457399,37.986667,1467832262.24
2018-06-30,2018,2,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",17736105.5,107.264656,109.365047,104.861344,117.029366,36.913333,1492273891.76
2018-09-30,2018,3,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",17737132.6,107.270868,109.811346,104.44121,117.811493,35.906667,1537062112.833333
2018-12-31,2018,4,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",25476924.2,154.079683,110.779438,148.704303,140.7394,36.363333,1699537940.066666
2019-03-31,2019,1,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",18785070.3,113.6086,112.983946,107.505772,108.900315,39.066667,1666606340.376667
2019-06-30,2019,2,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",19104458.3,115.540199,115.019769,107.39843,124.647862,37.65,1688924434.093333
2019-09-30,2019,3,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",19611208.8,118.604931,116.057007,109.261887,126.766122,37.38,1735107394.066666
2019-12-31,2019,4,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",27805075.68,168.159909,116.944162,153.738002,150.200963,38.606667,1949710082.953334
2020-03-31,2020,1,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",23325019.4,141.065365,118.232313,127.562061,115.182677,40.476667,1924450490.896667
2020-06-30,2020,2,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",18574294.1,112.333865,109.388163,109.793768,120.223051,43.003333,1878777946.103333
2020-09-30,2020,3,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",24848390.2,150.278427,110.78397,145.029729,127.178912,38.046667,1975163219.946667
2020-12-31,2020,4,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",30572592.0,184.897331,112.796171,175.256285,156.986639,38.93,2175886458.506667
2021-03-31,2021,1,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",25714015.3,155.513566,117.487464,141.518777,118.383604,40.86,2130673446.236667
2021-06-30,2021,2,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",24630592.6,148.961228,120.855404,131.778477,138.711663,39.34,2230937966.3
2021-09-30,2021,3,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",28641997.5,173.221456,124.223344,149.08563,147.449035,37.863333,2292062653.636667
2021-12-31,2021,4,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",34567656.3,209.058735,127.591285,175.180041,172.915233,39.343333,2590296225.013334
2022-03-31,2022,1,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",36064826.9,218.113343,126.536478,184.290865,144.657276,40.666667,2545800091.9
2022-06-30,2022,2,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",25327174.3,153.174024,157.673253,103.863849,167.074628,41.603333,2577468413.0
2022-09-30,2022,3,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",32437039.3,196.173161,164.122623,127.79341,167.161531,39.706667,2558970237.3
2022-12-31,2022,4,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",39715959.9,240.194714,165.688771,154.99143,206.184596,39.386667,2689405609.6
2023-03-31,2023,1,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",29901685.8,180.839816,165.503437,116.821924,165.459681,41.596667,2560561847.133333
2023-06-30,2023,2,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",31056851.2,187.826041,165.662811,121.218273,181.511388,38.303333,2601614442.8
2023-09-30,2023,3,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",37741988.1,228.256501,166.293378,146.752503,188.557772,37.286667,2726226911.156666
2023-12-31,2023,4,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",49161047.4,297.316841,168.604209,188.533449,239.718289,37.63,2995192118.533334
2024-03-31,2024,1,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",35966575.7,217.519138,168.787281,137.782821,192.711011,37.976667,2876884782.393334
2024-06-30,2024,2,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",34060165.7,205.989526,169.620212,129.838908,215.497701,37.076667,3004992292.286667
2024-09-30,2024,3,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",37619517.9,227.515824,170.107229,142.996746,226.052794,36.745,3071439341.233334
2024-12-31,2024,4,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",51189456.01,309.584278,171.331148,193.187885,292.015787,37.04,3341163752.966666
2025-03-31,2025,1,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",32059874.5,193.892138,171.817267,120.65094,229.822211,39.833333,3304831419.5
2025-06-30,2025,2,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",28856753.6,174.520261,173.339698,107.642837,259.586487,37.396667,3278641914.666666
2025-09-30,2025,3,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",33245974.2,201.065448,174.389125,123.269423,264.467538,36.013333,3212292384.523333
2025-12-31,2025,4,S_стиральные_машины,Стиральные машины,G07,"Товары для дома, гигиены и бытовая химия",40050581.7,242.218445,176.171152,146.997427,330.15896,35.63,3386222179.633333
2017-03-31,2017,1,S_сыры,сыры,G02,Молочная продукция и яйца,86053612.93,100.0,109.561625,100.0,100.0,36.863333,1318029619.0
2017-06-30,2017,2,S_сыры,сыры,G02,Молочная продукция и яйца,71761670.67,83.391816,109.456811,83.471671,112.763877,36.106667,1356238062.333333
2017-09-30,2017,3,S_сыры,сыры,G02,Молочная продукция и яйца,89541891.9,104.053611,107.904549,105.651549,112.829055,35.216667,1396551504.11
2017-12-31,2017,4,S_сыры,сыры,G02,Молочная продукция и яйца,117908380.0,137.01735,109.990897,136.482598,134.080458,35.69,1525051331.066666
2018-03-31,2018,1,S_сыры,сыры,G02,Молочная продукция и яйца,89631474.8,104.157713,111.796237,102.075781,104.457399,37.986667,1467832262.24
2018-06-30,2018,2,S_сыры,сыры,G02,Молочная продукция и яйца,76480442.8,88.875342,111.71516,87.16209,117.029366,36.913333,1492273891.76
2018-09-30,2018,3,S_сыры,сыры,G02,Молочная продукция и яйца,95367150.0,110.822947,110.226293,110.154681,117.811493,35.906667,1537062112.833333
2018-12-31,2018,4,S_сыры,сыры,G02,Молочная продукция и яйца,115469174.7,134.182832,114.155447,128.783071,140.7394,36.363333,1699537940.066666
2019-03-31,2019,1,S_сыры,сыры,G02,Молочная продукция и яйца,95457002.6,110.927362,118.570778,102.498964,108.900315,39.066667,1666606340.376667
2019-06-30,2019,2,S_сыры,сыры,G02,Молочная продукция и яйца,83532252.8,97.070012,118.595164,89.67607,124.647862,37.65,1688924434.093333
2019-09-30,2019,3,S_сыры,сыры,G02,Молочная продукция и яйца,99371771.3,115.476582,119.010989,106.307847,126.766122,37.38,1735107394.066666
2019-12-31,2019,4,S_сыры,сыры,G02,Молочная продукция и яйца,124953044.8,145.203717,122.500723,129.866623,150.200963,38.606667,1949710082.953334
2020-03-31,2020,1,S_сыры,сыры,G02,Молочная продукция и яйца,104745643.7,121.721378,124.813313,106.847512,115.182677,40.476667,1924450490.896667
2020-06-30,2020,2,S_сыры,сыры,G02,Молочная продукция и яйца,90546412.3,105.220931,123.145344,93.614388,120.223051,43.003333,1878777946.103333
2020-09-30,2020,3,S_сыры,сыры,G02,Молочная продукция и яйца,104706771.0,121.676206,122.243269,109.053389,127.178912,38.046667,1975163219.946667
2020-12-31,2020,4,S_сыры,сыры,G02,Молочная продукция и яйца,116170297.7,134.997583,124.439216,118.857664,156.986639,38.93,2175886458.506667
2021-03-31,2021,1,S_сыры,сыры,G02,Молочная продукция и яйца,106693328.4,123.984717,128.13553,106.012493,118.383604,40.86,2130673446.236667
2021-06-30,2021,2,S_сыры,сыры,G02,Молочная продукция и яйца,93488556.9,108.639898,132.086514,90.113391,138.711663,39.34,2230937966.3
2021-09-30,2021,3,S_сыры,сыры,G02,Молочная продукция и яйца,114542129.1,133.105543,136.037497,107.200293,147.449035,37.863333,2292062653.636667
2021-12-31,2021,4,S_сыры,сыры,G02,Молочная продукция и яйца,124862420.5,145.098406,139.988481,113.560894,172.915233,39.343333,2590296225.013334
2022-03-31,2022,1,S_сыры,сыры,G02,Молочная продукция и яйца,123977636.2,144.070228,138.447032,114.011605,144.657276,40.666667,2545800091.9
2022-06-30,2022,2,S_сыры,сыры,G02,Молочная продукция и яйца,102949878.4,119.63458,149.726368,87.542089,167.074628,41.603333,2577468413.0
2022-09-30,2022,3,S_сыры,сыры,G02,Молочная продукция и яйца,144374051.7,167.772214,148.673321,123.636145,167.161531,39.706667,2558970237.3
2022-12-31,2022,4,S_сыры,сыры,G02,Молочная продукция и яйца,138506587.5,160.953832,150.196609,117.408531,206.184596,39.386667,2689405609.6
2023-03-31,2023,1,S_сыры,сыры,G02,Молочная продукция и яйца,131977826.1,153.366979,141.546994,118.710647,165.459681,41.596667,2560561847.133333
2023-06-30,2023,2,S_сыры,сыры,G02,Молочная продукция и яйца,121752042.8,141.483941,140.924051,109.996912,181.511388,38.303333,2601614442.8
2023-09-30,2023,3,S_сыры,сыры,G02,Молочная продукция и яйца,136604891.7,158.743935,139.346873,124.812585,188.557772,37.286667,2726226911.156666
2023-12-31,2023,4,S_сыры,сыры,G02,Молочная продукция и яйца,156483305.6,181.843969,146.464536,136.026927,239.718289,37.63,2995192118.533334
2024-03-31,2024,1,S_сыры,сыры,G02,Молочная продукция и яйца,146356231.8,170.075639,154.340318,120.731663,192.711011,37.976667,2876884782.393334
2024-06-30,2024,2,S_сыры,сыры,G02,Молочная продукция и яйца,132153069.9,153.570623,155.495076,108.205658,215.497701,37.076667,3004992292.286667
2024-09-30,2024,3,S_сыры,сыры,G02,Молочная продукция и яйца,160572572.9,186.595969,156.274863,130.819232,226.052794,36.745,3071439341.233334
2024-12-31,2024,4,S_сыры,сыры,G02,Молочная продукция и яйца,182222760.73,211.754922,169.177926,137.134991,292.015787,37.04,3341163752.966666
2025-03-31,2025,1,S_сыры,сыры,G02,Молочная продукция и яйца,169160799.9,196.576058,169.938946,126.734882,229.822211,39.833333,3304831419.5
2025-06-30,2025,2,S_сыры,сыры,G02,Молочная продукция и яйца,155559031.0,180.769901,169.423847,116.898798,259.586487,37.396667,3278641914.666666
2025-09-30,2025,3,S_сыры,сыры,G02,Молочная продукция и яйца,188286947.0,218.801908,166.740173,143.770347,264.467538,36.013333,3212292384.523333
2025-12-31,2025,4,S_сыры,сыры,G02,Молочная продукция и яйца,215943746.8,250.940942,169.266054,162.427709,330.15896,35.63,3386222179.633333
2017-03-31,2017,1,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",39111023.03,100.0,101.497798,100.0,100.0,36.863333,1318029619.0
2017-06-30,2017,2,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",39826573.87,101.829538,100.430092,102.912121,112.763877,36.106667,1356238062.333333
2017-09-30,2017,3,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",54573793.9,139.535583,100.985625,140.243271,112.829055,35.216667,1396551504.11
2017-12-31,2017,4,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",45321266.2,115.878498,99.088137,118.696474,134.080458,35.69,1525051331.066666
2018-03-31,2018,1,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",40258022.3,102.932675,98.327421,106.25154,104.457399,37.986667,1467832262.24
2018-06-30,2018,2,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",40457192.0,103.441917,99.232549,105.803257,117.029366,36.913333,1492273891.76
2018-09-30,2018,3,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",56971013.9,145.664852,100.145152,147.632326,117.811493,35.906667,1537062112.833333
2018-12-31,2018,4,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",44241301.6,113.117219,101.924929,112.643186,140.7394,36.363333,1699537940.066666
2019-03-31,2019,1,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",41919921.9,107.18186,104.005203,104.597871,108.900315,39.066667,1666606340.376667
2019-06-30,2019,2,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",40669775.9,103.985457,104.848272,100.662554,124.647862,37.65,1688924434.093333
2019-09-30,2019,3,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",59956911.6,153.299267,103.556642,150.251474,126.766122,37.38,1735107394.066666
2019-12-31,2019,4,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",47807448.08,122.235228,102.102572,121.511204,150.200963,38.606667,1949710082.953334
2020-03-31,2020,1,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",44481979.6,113.73259,101.524112,113.703112,115.182677,40.476667,1924450490.896667
2020-06-30,2020,2,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",38844079.3,99.317472,104.602247,96.369868,120.223051,43.003333,1878777946.103333
2020-09-30,2020,3,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",60039330.7,153.509998,107.18551,145.364116,127.178912,38.046667,1975163219.946667
2020-12-31,2020,4,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",47859193.4,122.367531,113.22916,109.689369,156.986639,38.93,2175886458.506667
2021-03-31,2021,1,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",45091492.2,115.291007,118.059891,99.117348,118.383604,40.86,2130673446.236667
2021-06-30,2021,2,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",43796309.5,111.979453,122.242109,92.9767,138.711663,39.34,2230937966.3
2021-09-30,2021,3,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",61996795.8,158.514892,126.424327,127.261207,147.449035,37.863333,2292062653.636667
2021-12-31,2021,4,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",52413572.6,134.012277,130.606545,104.144483,172.915233,39.343333,2590296225.013334
2022-03-31,2022,1,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",51794807.3,132.430203,129.818939,103.539392,144.657276,40.666667,2545800091.9
2022-06-30,2022,2,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",50656658.5,129.520157,157.13976,83.658081,167.074628,41.603333,2577468413.0
2022-09-30,2022,3,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",76594050.9,195.837503,159.773571,124.40778,167.161531,39.706667,2558970237.3
2022-12-31,2022,4,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",58446909.9,149.438458,156.605866,96.852531,206.184596,39.386667,2689405609.6
2023-03-31,2023,1,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",55628696.9,142.232784,154.757012,93.28375,165.459681,41.596667,2560561847.133333
2023-06-30,2023,2,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",54145216.1,138.439785,155.016795,90.643942,181.511388,38.303333,2601614442.8
2023-09-30,2023,3,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",72879723.1,186.340621,156.932546,120.517784,188.557772,37.286667,2726226911.156666
2023-12-31,2023,4,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",62483933.5,159.760417,158.341596,102.40727,239.718289,37.63,2995192118.533334
2024-03-31,2024,1,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",58691162.7,150.06297,158.684053,95.983564,192.711011,37.976667,2876884782.393334
2024-06-30,2024,2,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",53405880.3,136.549433,162.031073,85.535858,215.497701,37.076667,3004992292.286667
2024-09-30,2024,3,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",76463874.9,195.504666,164.509613,120.620873,226.052794,36.745,3071439341.233334
2024-12-31,2024,4,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",66141074.83,169.111084,167.460468,102.498236,292.015787,37.04,3341163752.966666
2025-03-31,2025,1,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",61371329.7,156.915685,175.315162,90.845517,229.822211,39.833333,3304831419.5
2025-06-30,2025,2,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",56758139.3,145.120569,179.768551,81.935456,259.586487,37.396667,3278641914.666666
2025-09-30,2025,3,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",78897298.3,201.726501,180.961257,113.144637,264.467538,36.013333,3212292384.523333
2025-12-31,2025,4,S_чай,Чай,G05,"Бакалея, масло, сахар, чай, соль",69530516.7,177.77729,181.389995,99.476289,330.15896,35.63,3386222179.633333
