product_name,period,period_end,first_train_period,last_train_period,actual_target_demand_index,forecast_target_demand_index,forecast_lower,forecast_upper,is_2025_forecast,model,order,seasonal_order,agg_exog_columns,future_exog_mode
Мясо животных,2025Q2,2025-06-30,2017Q1,2024Q4,99.145193,100.49771978881473,95.12708670457963,105.86835287304984,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Мясо животных,2025Q3,2025-09-30,2017Q1,2024Q4,101.458127,100.91701076114997,94.79927587746275,107.03474564483719,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Мясо животных,2025Q4,2025-12-31,2017Q1,2024Q4,114.806348,103.29613047486143,96.51342381430031,110.07883713542255,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Свежие овощи,2025Q1,2025-03-31,2017Q1,2024Q4,134.500103,133.48496997913236,121.1037738159893,145.8661661422754,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Свежие овощи,2025Q2,2025-06-30,2017Q1,2024Q4,121.298853,131.6305158704676,119.2042682911605,144.0567634497747,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Свежие овощи,2025Q3,2025-09-30,2017Q1,2024Q4,146.218314,136.60380582987523,124.17032589854325,149.03728576120722,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Свежие овощи,2025Q4,2025-12-31,2017Q1,2024Q4,155.955701,121.82519120366175,109.39241565456577,134.2579667527577,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Свежие фрукты,2025Q1,2025-03-31,2017Q1,2024Q4,117.72481,122.52833134830105,111.91939557285005,133.13726712375205,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Свежие фрукты,2025Q2,2025-06-30,2017Q1,2024Q4,107.457736,120.45328833098549,109.54960271910348,131.3569739428675,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Свежие фрукты,2025Q3,2025-09-30,2017Q1,2024Q4,129.634947,120.13932867488712,109.19140257332326,131.08725477645098,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Свежие фрукты,2025Q4,2025-12-31,2017Q1,2024Q4,151.739909,122.83041186394792,111.87598777786806,133.78483595002777,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Свежий картофель,2025Q1,2025-03-31,2017Q1,2024Q4,133.490202,65.34570674385319,32.50233717410569,98.18907631360068,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Свежий картофель,2025Q2,2025-06-30,2017Q1,2024Q4,155.856136,82.55368995597702,45.12267304813239,119.98470686382166,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Свежий картофель,2025Q3,2025-09-30,2017Q1,2024Q4,198.713897,126.1004598254494,82.06804272382843,170.13287692707038,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Свежий картофель,2025Q4,2025-12-31,2017Q1,2024Q4,172.663824,97.12120589111468,48.186012159038164,146.0563996231912,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Стиральные машины,2025Q1,2025-03-31,2017Q1,2024Q4,120.65094,122.8622329231521,106.39027168725434,139.33419415904987,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Стиральные машины,2025Q2,2025-06-30,2017Q1,2024Q4,107.642837,130.1029934591433,112.67879105866972,147.52719585961688,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Стиральные машины,2025Q3,2025-09-30,2017Q1,2024Q4,123.269423,138.85854477875836,114.86090106353144,162.85618849398526,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Стиральные машины,2025Q4,2025-12-31,2017Q1,2024Q4,146.997427,129.96622088863995,105.34033175257812,154.59211002470178,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Чай,2025Q1,2025-03-31,2017Q1,2024Q4,90.845517,77.31461597034703,64.13093909127633,90.49829284941774,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Чай,2025Q2,2025-06-30,2017Q1,2024Q4,81.935456,66.0606472590942,43.64291188659597,88.47838263159242,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Чай,2025Q3,2025-09-30,2017Q1,2024Q4,113.144637,90.7731868565989,63.62124676929493,117.92512694390287,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
Чай,2025Q4,2025-12-31,2017Q1,2024Q4,99.476289,70.3807543727226,38.38802253180594,102.37348621363927,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
сыры,2025Q1,2025-03-31,2017Q1,2024Q4,126.734882,100.19755215754758,87.33254392440156,113.06256039069359,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
сыры,2025Q2,2025-06-30,2017Q1,2024Q4,116.898798,84.30312694717628,70.88438296116983,97.72187093318273,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
сыры,2025Q3,2025-09-30,2017Q1,2024Q4,143.770347,99.37563797857648,81.21030104563673,117.54097491151623,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
сыры,2025Q4,2025-12-31,2017Q1,2024Q4,162.427709,85.7847886437256,67.09606958526929,104.47350770218192,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean,neutral_zero_after_standardization
