feature_mode,feature,products_count,mean_coef,mean_abs_contribution,mean_signed_contribution,max_abs_contribution,mean_share_of_exog_contribution_pct
full_exog,stock_value_mean_thousand_rub,19,12.77179409016466,12.067736364996568,-1.6966666023332362e-15,116.60834063501265,21.67781536363729
full_exog,group_stock_value_mean_thousand_rub_mean,19,12.771794060745197,12.067736339087423,-1.5053999587533031e-15,116.60834063517547,21.67781530508149
full_exog,group_consumer_price_index_mean,19,-10.960739734397809,10.159682175112028,-5.203414831498054e-15,73.35978911613171,16.077044052965814
full_exog,consumer_price_index,19,-10.9607397176086,10.159682162396992,-4.703959293066271e-15,73.35978878874862,16.077044107286348
full_exog,income_index,19,2.5813008463064375,4.043226165830731,-8.581182749657758e-16,46.38377698998632,8.235793785475886
full_exog,group_income_index_mean,19,2.5813008210757356,4.043226152980376,-2.0817941039108965e-16,46.383777106519084,8.235793775715512
full_exog,group_stock_days_mean_mean,19,-2.023621200182083,2.154359067149011,-3.356279070455022e-15,29.655600828461615,4.009346753975779
full_exog,stock_days_mean,19,-2.0236211867854754,2.1543590597605746,-3.3393710261215676e-15,29.655600432257447,4.0093468558618754
