period,period_end,year,quarter,product_code,product_name,group_code,group_name,target_demand_index,consumer_price_index,income_index,stock_days_mean,stock_value_mean_thousand_rub,physical_volume_index,consumer_price_index_lag4,consumer_price_index_lag8,consumer_price_index_lag4_vs_lag8,consumer_price_index_lag4_vs_lag8_pct,consumer_price_index_minus_group,consumer_price_index_minus_market,consumer_price_index_div_group,consumer_price_index_div_market,income_index_lag4,income_index_lag8,income_index_lag4_vs_lag8,income_index_lag4_vs_lag8_pct,income_index_minus_group,income_index_minus_market,income_index_div_group,income_index_div_market,stock_days_mean_lag4,stock_days_mean_lag8,stock_days_mean_lag4_vs_lag8,stock_days_mean_lag4_vs_lag8_pct,stock_days_mean_minus_group,stock_days_mean_minus_market,stock_days_mean_div_group,stock_days_mean_div_market,stock_value_mean_thousand_rub_lag4,stock_value_mean_thousand_rub_lag8,stock_value_mean_thousand_rub_lag4_vs_lag8,stock_value_mean_thousand_rub_lag4_vs_lag8_pct,stock_value_mean_thousand_rub_minus_group,stock_value_mean_thousand_rub_minus_market,stock_value_mean_thousand_rub_div_group,stock_value_mean_thousand_rub_div_market,physical_volume_index_lag4,physical_volume_index_lag8,physical_volume_index_lag4_vs_lag8,physical_volume_index_lag4_vs_lag8_pct,physical_volume_index_minus_group,physical_volume_index_minus_market,physical_volume_index_div_group,physical_volume_index_div_market
2017Q1,2017-03-31,2017,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,100.0,105.627924,100.0,36.863333,1318029619.0,101.35,,,,,1.4210854715202004e-14,2.7983280526315752,1.0000000000000002,1.027213255355626,,,,,0.0,0.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0,,,,,-1.2420000000000186,0.733684210526306,0.9878937928883342,1.007291900968243
2017Q2,2017-06-30,2017,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,116.083482,106.865372,112.763877,36.106667,1356238062.333333,106.04,,,,,-1.4210854715202004e-14,0.20523215789472715,0.9999999999999999,1.0019241692182155,,,,,-1.4210854715202004e-14,1.4210854715202004e-14,0.9999999999999999,1.0000000000000002,,,,,0.0,0.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0,,,,,2.936000000000007,5.181578947368436,1.0284761018001243,1.051374777567304
2017Q3,2017-09-30,2017,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,129.575548,108.124455,112.829055,35.216667,1396551504.11,108.96,,,,,1.4210854715202004e-14,3.6280056315789437,1.0000000000000002,1.0347189368969634,,,,,0.0,1.4210854715202004e-14,1.0,1.0000000000000002,,,,,0.0,0.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0,,,,,6.413999999999987,7.082631578947357,1.0625475396407464,1.0695211477162945
2017Q4,2017-12-31,2017,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,158.149343,109.377408,134.080458,35.69,1525051331.066666,111.9,,,,,-1.4210854715202004e-14,7.8481287368421135,0.9999999999999999,1.077299167233328,,,,,0.0,0.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0,,,,,8.620000000000005,9.405263157894737,1.083462432223083,1.0917633768101058
2018Q1,2018-03-31,2018,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,115.598851,108.974459,104.457399,37.986667,1467832262.24,116.45,105.627924,,,,0.0,4.951688157894736,1.0,1.047601963664387,100.0,,,,1.4210854715202004e-14,0.0,1.0000000000000002,1.0,36.863333,,,,0.0,0.0,1.0,1.0,1318029619.0,,,,0.0,0.0,1.0,1.0,101.35,,,,10.61,13.185263157894738,1.1002456538170824,1.1276840823025132
2018Q2,2018-06-30,2018,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,125.338939,112.90379,117.029366,36.913333,1492273891.76,112.81,106.865372,,,,0.0,5.497446052631588,1.0,1.051183625199322,112.763877,,,,-1.4210854715202004e-14,0.0,0.9999999999999999,1.0,36.106667,,,,0.0,0.0,1.0,1.0,1356238062.333333,,,,0.0,0.0,1.0,1.0,106.04,,,,11.366,10.43789473684211,1.1120421119041046,1.1019603407589444
2018Q3,2018-09-30,2018,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,135.391919,116.596211,117.811493,35.906667,1537062112.833333,111.16,108.124455,,,,0.0,9.448186842105258,1.0,1.088178824727391,112.829055,,,,0.0,1.4210854715202004e-14,1.0,1.0000000000000002,35.216667,,,,0.0,0.0,1.0,1.0,1396551504.11,,,,0.0,0.0,1.0,1.0,108.96,,,,9.153999999999996,8.462105263157895,1.08973981922632,1.082398040240665
2018Q4,2018-12-31,2018,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,177.479627,118.101196,140.7394,36.363333,1699537940.066666,107.59,109.377408,,,,0.0,11.007614736842115,1.0,1.102785009213516,134.080458,,,,0.0,0.0,1.0,1.0,35.69,,,,0.0,0.0,1.0,1.0,1525051331.066666,,,,0.0,0.0,1.0,1.0,111.9,,,,7.021999999999991,6.697894736842102,1.0698234030705591,1.0663867080518532
2019Q1,2019-03-31,2019,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,112.791116,120.982753,108.900315,39.066667,1666606340.376667,102.01,108.974459,105.627924,3.346535000000003,3.168229454173504,0.0,6.5527112105263114,1.0,1.057263906471186,104.457399,100.0,4.457398999999995,4.457398999999995,0.0,0.0,1.0,1.0,37.986667,36.863333,1.1233339999999998,3.0472936345717843,0.0,0.0,1.0,1.0,1467832262.24,1318029619.0,149802643.24,11.365650747185525,0.0,0.0,1.0,1.0,116.45,101.35,15.100000000000009,14.898865318204251,-2.0079999999999956,0.42631578947369064,0.9806956488300103,1.0041966954908839
2019Q2,2019-06-30,2019,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,132.312948,121.027217,124.647862,37.65,1688924434.093333,104.98,112.90379,106.865372,6.038418000000007,5.650490787605182,0.0,1.9447156315789442,1.0,1.0163308261854722,117.029366,112.763877,4.265489000000002,3.7826732402966265,0.0,1.4210854715202004e-14,1.0,1.0000000000000002,36.913333,36.106667,0.8066659999999999,2.2341192555934333,0.0,0.0,1.0,1.0,1492273891.76,1356238062.333333,136035829.42666698,10.030379857694365,0.0,0.0,1.0,1.0,112.81,106.04,6.769999999999996,6.384383251603165,-2.910000000000011,2.5957894736842206,0.9730280841597923,1.0253534159255642
2019Q3,2019-09-30,2019,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,146.415447,122.142268,126.766122,37.38,1735107394.066666,106.05,116.596211,108.124455,8.471756,7.835189550782013,-1.4210854715202004e-14,7.376331052631571,0.9999999999999999,1.0642728256208491,117.811493,112.829055,4.982438000000002,4.415917513445453,0.0,0.0,1.0,1.0,35.906667,35.216667,0.6899999999999977,1.9592995555201114,0.0,0.0,1.0,1.0,1537062112.833333,1396551504.11,140510608.72333312,10.06125504929933,-2.384185791015625e-07,0.0,0.9999999999999999,1.0,111.16,108.96,2.200000000000003,2.0190895741556565,-0.7460000000000093,4.451052631578946,0.9930147196524214,1.043810027041308
2019Q4,2019-12-31,2019,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,173.086401,123.00814,150.200963,38.606667,1949710082.953334,103.96,118.101196,109.377408,8.723787999999999,7.975859146342176,0.0,10.496444789473685,1.0,1.0932920330622808,140.7394,134.080458,6.658941999999996,4.966377725231216,0.0,0.0,1.0,1.0,36.363333,35.69,0.6733329999999995,1.8866152984029125,0.0,0.0,1.0,1.0,1699537940.066666,1525051331.066666,174486609.0,11.441359739541285,0.0,0.0,1.0,1.0,107.59,111.9,-4.310000000000002,-3.851653261840931,0.2639999999999958,2.457368421052621,1.0025459034099675,1.024209898628503
2020Q1,2020-03-31,2020,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,129.462972,124.456842,115.182677,40.476667,1924450490.896667,115.22,120.982753,108.974459,12.008294000000006,11.019365556107056,-1.4210854715202004e-14,8.835743789473682,0.9999999999999999,1.076419822387306,108.900315,104.457399,4.442916000000011,4.253328191715755,1.4210854715202004e-14,0.0,1.0000000000000002,1.0,39.066667,37.986667,1.0800000000000054,2.8431028181546054,0.0,0.0,1.0,1.0,1666606340.376667,1467832262.24,198774078.136667,13.542015886292475,0.0,0.0,1.0,1.0,102.01,116.45,-14.439999999999998,-12.400171747531127,11.269999999999996,10.358947368421042,1.1084175084175083,1.098787367744785
2020Q2,2020-06-30,2020,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,106.679033,125.299048,120.223051,43.003333,1878777946.103333,96.61,121.027217,112.90379,8.123426999999992,7.194999388417335,0.0,6.469262368421056,1.0,1.0544414208444204,124.647862,117.029366,7.6184960000000075,6.509901113195818,1.4210854715202004e-14,1.4210854715202004e-14,1.0000000000000002,1.0000000000000002,37.65,36.913333,0.7366669999999971,1.9956664438835612,0.0,0.0,1.0,1.0,1688924434.093333,1492273891.76,196650542.33333302,13.177912139265652,0.0,0.0,1.0,1.0,104.98,112.81,-7.829999999999998,-6.940874035989715,5.834000000000003,-0.8115789473684174,1.064268088481537,0.9916694129151112
2020Q3,2020-09-30,2020,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,163.049681,127.226353,127.178912,38.046667,1975163219.946667,102.23,122.142268,116.596211,5.546057000000005,4.756635702338564,1.4210854715202004e-14,8.842349105263168,1.0000000000000002,1.074692093647428,126.766122,117.811493,8.954628999999997,7.600811068577153,0.0,0.0,1.0,1.0,37.38,35.906667,1.4733330000000038,4.103229631421941,0.0,0.0,1.0,1.0,1735107394.066666,1537062112.833333,198045281.23333287,12.884663513582248,-2.384185791015625e-07,0.0,0.9999999999999999,1.0,106.05,111.16,-5.109999999999999,-4.596977329974811,7.839999999999989,4.269473684210524,1.0830596461489563,1.0435836131631968
2020Q4,2020-12-31,2020,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,178.822998,128.834549,156.986639,38.93,2175886458.506667,101.9,123.00814,118.101196,4.906943999999996,4.154863935501547,0.0,10.18237600000002,1.0,1.0858170208142754,150.200963,140.7394,9.461563000000012,6.722753543073236,0.0,0.0,1.0,1.0,38.606667,36.363333,2.2433340000000044,6.169219966717584,0.0,0.0,1.0,1.0,1949710082.953334,1699537940.066666,250172142.8866682,14.72000930304945,0.0,0.0,1.0,1.0,103.96,107.59,-3.6300000000000097,-3.37391950924808,6.506,5.282105263157902,1.0682013543828752,1.0546700513144565
2021Q1,2021-03-31,2021,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,155.372497,133.461977,118.383604,40.86,2130673446.236667,114.2,124.456842,120.982753,3.474088999999992,2.871557237584098,0.0,9.54189505263156,1.0,1.0770003933396703,115.182677,108.900315,6.282361999999992,5.768910769450017,-1.4210854715202004e-14,0.0,0.9999999999999999,1.0,40.476667,39.066667,1.4099999999999966,3.609214986269488,0.0,0.0,1.0,1.0,1924450490.896667,1666606340.376667,257844150.51999998,15.47120902358532,0.0,0.0,1.0,1.0,115.22,102.01,13.209999999999994,12.949710812665419,17.218000000000004,19.64631578947369,1.1775380998535812,1.2077794847816892
2021Q2,2021-06-30,2021,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,195.196465,138.089405,138.711663,39.34,2230937966.3,132.64,125.299048,121.027217,4.271831000000006,3.529644906236261,0.0,8.860240210526314,1.0,1.0685622338034952,120.223051,124.647862,-4.424811000000005,-3.5498490940823397,0.0,0.0,1.0,1.0,43.003333,37.65,5.353332999999999,14.218679946879147,0.0,0.0,1.0,1.0,1878777946.103333,1688924434.093333,189853512.01,11.241089783387451,0.0,0.0,1.0,1.0,96.61,104.98,-8.370000000000005,-7.972947228043441,22.297999999999973,31.148421052631576,1.2020808033205848,1.3069064584046381
2021Q3,2021-09-30,2021,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,184.775569,142.716833,147.449035,37.863333,2292062653.636667,124.82,127.226353,122.142268,5.084085000000002,4.162428848955058,0.0,8.178585473684194,1.0,1.0607900401860404,127.178912,126.766122,0.4127900000000011,0.3256311650836815,0.0,0.0,1.0,1.0,38.046667,37.38,0.6666669999999968,1.7834858212948013,0.0,0.0,1.0,1.0,1975163219.946667,1735107394.066666,240055825.88000107,13.835214275548047,0.0,0.0,1.0,1.0,102.23,106.05,-3.819999999999993,-3.6020744931635957,17.715999999999994,23.20473684210525,1.1654093217806991,1.2283587732883061
2021Q4,2021-12-31,2021,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,190.923598,147.344261,172.915233,39.343333,2590296225.013334,120.54,128.834549,123.00814,5.826409000000012,4.7366044230894095,0.0,7.496930368421033,1.0,1.0536079618721599,156.986639,150.200963,6.785675999999995,4.51773135435889,0.0,0.0,1.0,1.0,38.93,38.606667,0.3233329999999981,0.8375056049256934,0.0,0.0,1.0,1.0,2175886458.506667,1949710082.953334,226176375.55333304,11.600513200954017,0.0,0.0,1.0,1.0,101.9,103.96,-2.059999999999988,-1.9815313582146867,14.714000000000013,19.216315789473683,1.139039555496759,1.1896527543308313
2022Q1,2022-03-31,2022,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,156.617409,151.971688,144.657276,40.666667,2545800091.9,93.54,133.461977,124.456842,9.005134999999996,7.235548367843044,0.0,11.453054388888887,1.0,1.0815055917821228,118.383604,115.182677,3.200927000000007,2.7790003526311575,0.0,0.0,1.0,1.0,40.86,40.476667,0.38333300000000037,0.947046850473139,0.0,0.0,1.0,1.0,2130673446.236667,1924450490.896667,206222955.3399999,10.715939761272509,0.0,0.0,1.0,1.0,114.2,115.22,-1.019999999999996,-0.8852629751779171,-9.927499999999995,-8.827777777777783,0.9040519970038902,0.913764096775244
2022Q2,2022-06-30,2022,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,111.325493,163.195107,167.074628,41.603333,2577468413.0,64.71,138.089405,125.299048,12.790357,10.2078644683717,0.0,5.016032666666689,1.0,1.0317111014071072,138.711663,120.223051,18.48861199999999,15.37859158140978,0.0,0.0,1.0,1.0,39.34,43.003333,-3.6633329999999944,-8.518718770007885,0.0,0.0,1.0,1.0,2230937966.3,1878777946.103333,352160020.1966672,18.744100170382687,0.0,0.0,1.0,1.0,132.64,96.61,36.02999999999999,37.29427595487008,-27.325000000000003,-32.06555555555556,0.703102080730157,0.6686605892213369
2022Q3,2022-09-30,2022,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,101.264365,162.881684,167.161531,39.706667,2558970237.3,60.66,142.716833,127.226353,15.490480000000005,12.175527816945287,0.0,13.290886166666667,1.0,1.0888482871885925,147.449035,127.178912,20.270123000000012,15.938273634547222,0.0,0.0,1.0,1.0,37.863333,38.046667,-0.1833340000000021,-0.48186612509317067,0.0,0.0,1.0,1.0,2292062653.636667,1975163219.946667,316899433.6899998,16.044215004092507,0.0,0.0,1.0,1.0,124.82,102.23,22.58999999999999,22.09723173236818,-30.200000000000003,-35.34944444444446,0.6676205150781421,0.6318128424865608
2022Q4,2022-12-31,2022,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,102.055567,164.244089,206.184596,39.386667,2689405609.6,55.82,147.344261,128.834549,18.50971199999998,14.36704062976149,0.0,17.317390000000017,1.0,1.1178641466654065,172.915233,156.986639,15.928594000000004,10.14646475742436,0.0,0.0,1.0,1.0,39.343333,38.93,0.4133330000000015,1.0617338813254598,0.0,0.0,1.0,1.0,2590296225.013334,2175886458.506667,414409766.50666666,19.04556025368531,0.0,0.0,1.0,1.0,120.54,101.9,18.64,18.29244357212954,-33.76,-39.49333333333333,0.6231301629828087,0.5856473386025041
2023Q1,2023-03-31,2023,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,118.327224,158.168813,165.459681,41.596667,2560561847.133333,68.65,151.971688,133.461977,18.50971100000001,13.868902151809134,0.0,12.641563562499982,1.0,1.0868673297362716,144.657276,118.383604,26.27367199999999,22.19367472542903,0.0,0.0,1.0,1.0,40.666667,40.86,-0.19333300000000264,-0.47315956926089736,0.0,0.0,1.0,1.0,2545800091.9,2130673446.236667,415126645.6633332,19.483353791100964,0.0,0.0,1.0,1.0,93.54,114.2,-20.659999999999997,-18.091068301225917,-9.509999999999991,-25.476874999999993,0.8783265097236439,0.7293347410078154
2023Q2,2023-06-30,2023,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,153.480192,160.518929,181.511388,38.303333,2601614442.8,96.3,163.195107,138.089405,25.105702000000008,18.18075905244143,0.0,11.862217812500006,1.0,1.0797960463254044,167.074628,138.711663,28.362965000000003,20.447426255714348,0.0,0.0,1.0,1.0,41.603333,39.34,2.263332999999996,5.753261311642084,0.0,0.0,1.0,1.0,2577468413.0,2230937966.3,346530446.6999998,15.532948559511894,0.0,0.0,1.0,1.0,64.71,132.64,-67.92999999999999,-51.21381182147166,2.594999999999999,-7.886250000000004,1.0276932927805347,0.9243062304286793
2023Q3,2023-09-30,2023,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,187.270948,167.885717,188.557772,37.286667,2726226911.156666,118.8,162.881684,142.716833,20.164851,14.129273033966497,0.0,19.264450124999996,1.0,1.1296210867399121,167.161531,147.449035,19.712495999999987,13.369023405273547,0.0,0.0,1.0,1.0,39.706667,37.863333,1.8433340000000058,4.868388105188748,0.0,0.0,1.0,1.0,2558970237.3,2292062653.636667,266907583.66333342,11.644864211711162,0.0,0.0,1.0,1.0,60.66,124.82,-64.16,-51.40201890722641,12.075000000000003,16.43187499999999,1.113141250878426,1.1605174950698764
2023Q4,2023-12-31,2023,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,166.589977,174.379697,239.718289,37.63,2995192118.533334,126.16,164.244089,147.344261,16.899828000000014,11.46962079507122,0.0,24.574809562500008,1.0,1.1640454459321485,206.184596,172.915233,33.269363,19.240273064895327,0.0,0.0,1.0,1.0,39.386667,39.343333,0.04333400000000154,0.11014318486947086,0.0,0.0,1.0,1.0,2689405609.6,2590296225.013334,99109384.5866661,3.826179555435052,0.0,0.0,1.0,1.0,55.82,120.54,-64.72,-53.691720590675295,15.049999999999997,21.836874999999992,1.1354513545135452,1.2093196019578591
2024Q1,2024-03-31,2024,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,167.540049,178.301713,192.711011,37.976667,2876884782.393334,140.8,158.168813,151.971688,6.197125,4.077815467838984,0.0,18.198444315789487,1.0,1.1136669130202725,165.459681,144.657276,20.802404999999993,14.380476098554485,0.0,0.0,1.0,1.0,41.596667,40.666667,0.9299999999999997,2.2868852271566777,0.0,0.0,1.0,1.0,2560561847.133333,2545800091.9,14761755.23333311,0.5798473839442754,0.0,0.0,1.0,1.0,68.65,93.54,-24.89,-26.60893735300406,26.10000000000001,34.48125000000002,1.2275501307759373,1.3243195579331022
2024Q2,2024-06-30,2024,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,194.910813,181.150227,215.497701,37.076667,3004992292.286667,133.6,160.518929,163.195107,-2.676177999999993,-1.6398641167593295,0.0,20.462564437499992,1.0,1.1273437183115476,181.511388,167.074628,14.436760000000021,8.640905069080878,0.0,0.0,1.0,1.0,38.303333,41.603333,-3.299999999999997,-7.932056789776909,0.0,0.0,1.0,1.0,2601614442.8,2577468413.0,24146029.80000019,0.9368118607473382,0.0,0.0,1.0,1.0,96.3,64.71,31.590000000000003,48.81780250347706,24.0,29.381249999999994,1.218978102189781,1.28191904047976
2024Q3,2024-09-30,2024,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,228.395741,187.021511,226.052794,36.745,3071439341.233334,130.08,167.885717,162.881684,5.004032999999993,3.0721888901885324,0.0,23.922153624999993,1.0,1.1466722739440223,188.557772,167.161531,21.396241000000003,12.799739791806527,0.0,0.0,1.0,1.0,37.286667,39.706667,-2.4200000000000017,-6.094694374624799,0.0,0.0,1.0,1.0,2726226911.156666,2558970237.3,167256673.8566656,6.536092972817851,0.0,0.0,1.0,1.0,118.8,60.66,58.14,95.84569732937686,21.99000000000001,26.44062500000001,1.2034415764640578,1.2551214246515865
2024Q4,2024-12-31,2024,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,172.532576,192.232992,292.015787,37.04,3341163752.966666,124.6,174.379697,164.244089,10.13560799999999,6.171064092297404,0.0,24.659905937499985,1.0,1.1471591084042132,239.718289,206.184596,33.533693,16.26391769829401,0.0,0.0,1.0,1.0,37.63,39.386667,-1.7566670000000002,-4.460054972409826,0.0,0.0,1.0,1.0,2995192118.533334,2689405609.6,305786508.9333339,11.370040571113929,0.0,0.0,1.0,1.0,126.16,55.82,70.34,126.01218201361519,19.75,21.5,1.1883643299952313,1.2085354025218236
2025Q1,2025-03-31,2025,1,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,133.521054,199.112153,229.822211,39.833333,3304831419.5,86.35,178.301713,158.168813,20.132900000000006,12.728741917030135,0.0,24.804055785714297,1.0,1.142300077748089,192.711011,165.459681,27.251330000000024,16.470072851161866,0.0,0.0,1.0,1.0,37.976667,41.596667,-3.6199999999999974,-8.702620332537697,0.0,0.0,1.0,1.0,2876884782.393334,2560561847.133333,316322935.2600007,12.35365338330487,0.0,0.0,1.0,1.0,140.8,68.65,72.15,105.09832483612527,0.0,-10.867142857142866,1.0,0.8882178334215011
2025Q2,2025-06-30,2025,2,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,144.210737,201.754218,259.586487,37.396667,3278641914.666666,83.69,181.150227,160.518929,20.631297999999987,12.852875438758993,0.0,20.27827178571431,1.0,1.1117408241077298,215.497701,181.511388,33.986312999999996,18.724066503199232,0.0,0.0,1.0,1.0,37.076667,38.303333,-1.2266660000000016,-3.2025045966626497,0.0,0.0,1.0,1.0,3004992292.286667,2601614442.8,403377849.4866667,15.50490506396979,0.0,-4.76837158203125e-07,1.0,0.9999999999999999,133.6,96.3,37.3,38.7331256490135,0.0,-12.614999999999995,1.0,0.8690099164114014
2025Q3,2025-09-30,2025,3,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,182.71084,204.261567,264.467538,36.013333,3212292384.523333,85.34,187.021511,167.885717,19.135794000000004,11.398107201698405,0.0,31.426559571428612,1.0,1.1818298274116512,226.052794,188.557772,37.495022000000006,19.885163895551337,0.0,0.0,1.0,1.0,36.745,37.286667,-0.5416670000000039,-1.452709624059463,0.0,0.0,1.0,1.0,3071439341.233334,2726226911.156666,345212430.07666826,12.662644795410804,0.0,0.0,1.0,1.0,130.08,118.8,11.280000000000015,9.494949494949507,0.0,-11.255714285714276,1.0,0.8834760489226083
2025Q4,2025-12-31,2025,4,S_автомобили_легковые,Автомобили легковые,G10,Топливо и транспортные товары,181.15647,210.375411,330.15896,35.63,3386222179.633333,92.6,192.232992,174.379697,17.853295000000003,10.238172968037675,0.0,39.57342607142857,1.0,1.2316918394594651,292.015787,239.718289,52.29749799999999,21.816231968850733,0.0,-5.684341886080802e-14,1.0,0.9999999999999998,37.04,37.63,-0.5900000000000034,-1.5678979537603066,0.0,0.0,1.0,1.0,3341163752.966666,2995192118.533334,345971634.43333244,11.550899599814171,0.0,-4.76837158203125e-07,1.0,0.9999999999999999,124.6,126.16,-1.5600000000000023,-1.2365250475586576,0.0,-4.855714285714285,1.0,0.9501751711400049
2017Q1,2017-03-31,2017,1,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,100.0,105.627924,100.0,36.863333,1318029619.0,101.88,,,,,1.4210854715202004e-14,2.7983280526315752,1.0000000000000002,1.027213255355626,,,,,0.0,0.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0,,,,,-0.7120000000000175,1.263684210526307,0.9930598877105425,1.0125594363161776
2017Q2,2017-06-30,2017,2,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,112.878355,106.865372,112.763877,36.106667,1356238062.333333,100.34,,,,,-1.4210854715202004e-14,0.20523215789472715,0.9999999999999999,1.0019241692182155,,,,,-1.4210854715202004e-14,1.4210854715202004e-14,0.9999999999999999,1.0000000000000002,,,,,0.0,0.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0,,,,,-2.763999999999996,-0.5184210526315667,0.9731921166977033,0.994859913062083
2017Q3,2017-09-30,2017,3,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,128.197256,108.124455,112.829055,35.216667,1396551504.11,101.24,,,,,1.4210854715202004e-14,3.6280056315789437,1.0000000000000002,1.0347189368969634,,,,,0.0,1.4210854715202004e-14,1.0,1.0000000000000002,,,,,0.0,0.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0,,,,,-1.3060000000000116,-0.637368421052642,0.9872642521405027,0.9937437683076144
2017Q4,2017-12-31,2017,4,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,127.674076,109.377408,134.080458,35.69,1525051331.066666,98.0,,,,,-1.4210854715202004e-14,7.8481287368421135,0.9999999999999999,1.077299167233328,,,,,0.0,0.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0,,,,,0.0,0.0,1.0,1.0,,,,,-5.280000000000001,-4.494736842105269,0.9488768396591789,0.9561466570812365
2018Q1,2018-03-31,2018,1,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,107.227838,108.974459,104.457399,37.986667,1467832262.24,104.31,105.627924,,,,0.0,4.951688157894736,1.0,1.047601963664387,100.0,,,,1.4210854715202004e-14,0.0,1.0000000000000002,1.0,36.863333,,,,0.0,0.0,1.0,1.0,1318029619.0,,,,0.0,0.0,1.0,1.0,101.88,,,,-1.5300000000000011,1.0452631578947376,0.9855442176870748,1.0101221693857891
2018Q2,2018-06-30,2018,2,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,115.687807,112.90379,117.029366,36.913333,1492273891.76,101.07,106.865372,,,,0.0,5.497446052631588,1.0,1.051183625199322,112.763877,,,,-1.4210854715202004e-14,0.0,0.9999999999999999,1.0,36.106667,,,,0.0,0.0,1.0,1.0,1356238062.333333,,,,0.0,0.0,1.0,1.0,100.34,,,,-0.37400000000000944,-1.3021052631578982,0.9963132368597452,0.9872806634208537
2018Q3,2018-09-30,2018,3,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,128.650752,116.596211,117.811493,35.906667,1537062112.833333,99.71,108.124455,,,,0.0,9.448186842105258,1.0,1.088178824727391,112.829055,,,,0.0,1.4210854715202004e-14,1.0,1.0000000000000002,35.216667,,,,0.0,0.0,1.0,1.0,1396551504.11,,,,0.0,0.0,1.0,1.0,101.24,,,,-2.2960000000000065,-2.987894736842108,0.9774915201066603,0.970905978700942
2018Q4,2018-12-31,2018,4,S_бензины_автомобильные,Бензины автомобильные,G10,Топливо и транспортные товары,123.356184,118.101196,140.7394,36.363333,1699537940.066666,97.92,109.377408,,,,0.0,11.007614736842115,1.0,1.102785009213516,134.080458,,,,0.0,0.0,1.0,1.0,35.69,,,,0.0,0.0,1.0,1.0,1525051331.066666,,,,0.0,0.0,1.0,1.0,98.0,,,,-2.6480000000000103,-2.9721052631579,0.973669556916713,0.9705417460027648
