model,product_code,product_name,group_code,group_name,cv_year,period,period_end,train_start,train_end,actual_target_demand_index,forecast_target_demand_index,model_params,error,abs_error,ape_%
seasonal_naive,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q1,2023-03-31,2017Q1,2022Q4,100.708767,102.924119,same quarter previous year,2.21535200000001,2.21535200000001,2.1997608212202717
seasonal_naive,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q2,2023-06-30,2017Q1,2022Q4,117.932131,95.77222,same quarter previous year,-22.159910999999994,22.159910999999994,18.790393094821624
seasonal_naive,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q3,2023-09-30,2017Q1,2022Q4,130.590151,123.141719,same quarter previous year,-7.448431999999997,7.448431999999997,5.70367056241477
seasonal_naive,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q4,2023-12-31,2017Q1,2022Q4,100.56386,93.946818,same quarter previous year,-6.617042000000012,6.617042000000012,6.579940348351795
prophet,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q1,2023-03-31,2017Q1,2022Q4,100.708767,96.55243882063397,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-4.156328179366028,4.156328179366028,4.12707682079558
prophet,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q2,2023-06-30,2017Q1,2022Q4,117.932131,99.27642714461989,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-18.65570385538011,18.65570385538011,15.81901700341539
prophet,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q3,2023-09-30,2017Q1,2022Q4,130.590151,119.276499912112,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-11.31365108788799,11.31365108788799,8.663479597238533
prophet,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q4,2023-12-31,2017Q1,2022Q4,100.56386,92.91090225123801,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-7.652957748761992,7.652957748761992,7.6100477336112515
seasonal_naive,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q1,2024-03-31,2017Q1,2023Q4,104.43127,100.708767,same quarter previous year,-3.7225030000000032,3.7225030000000032,3.5645482430693445
seasonal_naive,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q2,2024-06-30,2017Q1,2023Q4,116.456334,117.932131,same quarter previous year,1.475797,1.475797,1.267253526974325
seasonal_naive,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q3,2024-09-30,2017Q1,2023Q4,129.793372,130.590151,same quarter previous year,0.7967789999999866,0.7967789999999866,0.6138826565042061
seasonal_naive,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q4,2024-12-31,2017Q1,2023Q4,107.121971,100.56386,same quarter previous year,-6.558110999999997,6.558110999999997,6.122097025268511
prophet,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q1,2024-03-31,2017Q1,2023Q4,104.43127,110.21002501189915,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",5.77875501189915,5.77875501189915,5.533548535701184
prophet,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q2,2024-06-30,2017Q1,2023Q4,116.456334,111.2215460705254,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-5.234787929474592,5.234787929474592,4.495065016793841
prophet,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q3,2024-09-30,2017Q1,2023Q4,129.793372,135.2614944572984,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",5.468122457298392,5.468122457298392,4.212944292177256
prophet,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q4,2024-12-31,2017Q1,2023Q4,107.121971,104.34232344984005,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-2.7796475501599502,2.7796475501599502,2.5948435453637706
seasonal_naive,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q1,2025-03-31,2017Q1,2024Q4,104.309186,104.43127,same quarter previous year,0.12208400000000097,0.12208400000000097,0.11704050686389304
seasonal_naive,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q2,2025-06-30,2017Q1,2024Q4,117.114583,116.456334,same quarter previous year,-0.6582489999999979,0.6582489999999979,0.5620555383781692
seasonal_naive,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q3,2025-09-30,2017Q1,2024Q4,131.022371,129.793372,same quarter previous year,-1.2289989999999875,1.2289989999999875,0.9380069911877777
seasonal_naive,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q4,2025-12-31,2017Q1,2024Q4,116.14576,107.121971,same quarter previous year,-9.023788999999994,9.023788999999994,7.769365838236363
prophet,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q1,2025-03-31,2017Q1,2024Q4,104.309186,112.87483854323204,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",8.565652543232048,8.565652543232048,8.211791187050437
prophet,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q2,2025-06-30,2017Q1,2024Q4,117.114583,117.75918445295741,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",0.6446014529574171,0.6446014529574171,0.5504023806816758
prophet,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q3,2025-09-30,2017Q1,2024Q4,131.022371,137.8879133262194,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",6.865542326219412,6.865542326219412,5.2399771686465755
prophet,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q4,2025-12-31,2017Q1,2024Q4,116.14576,110.5772987346822,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-5.568461265317794,5.568461265317794,4.794373264523641
seasonal_naive,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2023,2023Q1,2023-03-31,2017Q1,2022Q4,80.93838,86.911703,same quarter previous year,5.973323000000008,5.973323000000008,7.380087172488513
seasonal_naive,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2023,2023Q2,2023-06-30,2017Q1,2022Q4,83.74276,81.616382,same quarter previous year,-2.1263780000000025,2.1263780000000025,2.539178312250519
seasonal_naive,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2023,2023Q3,2023-09-30,2017Q1,2022Q4,82.983791,93.461886,same quarter previous year,10.47809500000001,10.47809500000001,12.626676696416544
seasonal_naive,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2023,2023Q4,2023-12-31,2017Q1,2022Q4,93.722523,86.512778,same quarter previous year,-7.209744999999998,7.209744999999998,7.692649289861732
prophet,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2023,2023Q1,2023-03-31,2017Q1,2022Q4,80.93838,77.56581987791333,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",-3.372560122086668,3.372560122086668,4.166824344750498
prophet,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2023,2023Q2,2023-06-30,2017Q1,2022Q4,83.74276,81.75679599006797,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",-1.985964009932033,1.985964009932033,2.3715053216923265
prophet,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2023,2023Q3,2023-09-30,2017Q1,2022Q4,82.983791,83.8375549870027,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",0.8537639870027078,0.8537639870027078,1.0288322294202104
prophet,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2023,2023Q4,2023-12-31,2017Q1,2022Q4,93.722523,80.32338986985378,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",-13.399133130146211,13.399133130146211,14.296598833714935
seasonal_naive,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2024,2024Q1,2024-03-31,2017Q1,2023Q4,79.163725,80.93838,same quarter previous year,1.7746549999999957,1.7746549999999957,2.2417527724977515
seasonal_naive,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2024,2024Q2,2024-06-30,2017Q1,2023Q4,77.572755,83.74276,same quarter previous year,6.170005000000003,6.170005000000003,7.953829923921102
seasonal_naive,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2024,2024Q3,2024-09-30,2017Q1,2023Q4,77.154287,82.983791,same quarter previous year,5.829504,5.829504,7.55564496370759
seasonal_naive,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2024,2024Q4,2024-12-31,2017Q1,2023Q4,101.476255,93.722523,same quarter previous year,-7.753731999999999,7.753731999999999,7.640932354076329
prophet,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2024,2024Q1,2024-03-31,2017Q1,2023Q4,79.163725,75.98212305460369,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",-3.1816019453963094,3.1816019453963094,4.019014953372026
prophet,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2024,2024Q2,2024-06-30,2017Q1,2023Q4,77.572755,79.01525605049284,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",1.4425010504928366,1.4425010504928366,1.8595459842735207
prophet,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2024,2024Q3,2024-09-30,2017Q1,2023Q4,77.154287,81.60288032270611,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",4.448593322706117,4.448593322706117,5.7658407532249205
prophet,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2024,2024Q4,2024-12-31,2017Q1,2023Q4,101.476255,79.11547529976644,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",-22.36077970023355,22.36077970023355,22.035479827506002
seasonal_naive,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2025,2025Q1,2025-03-31,2017Q1,2024Q4,76.485111,79.163725,same quarter previous year,2.678613999999996,2.678613999999996,3.5021378213074645
seasonal_naive,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2025,2025Q2,2025-06-30,2017Q1,2024Q4,75.479866,77.572755,same quarter previous year,2.0928889999999996,2.0928889999999996,2.772777842504383
seasonal_naive,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2025,2025Q3,2025-09-30,2017Q1,2024Q4,73.741026,77.154287,same quarter previous year,3.4132609999999914,3.4132609999999914,4.62871373663826
seasonal_naive,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2025,2025Q4,2025-12-31,2017Q1,2024Q4,100.810088,101.476255,same quarter previous year,0.6661670000000015,0.6661670000000015,0.6608138264892711
prophet,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2025,2025Q1,2025-03-31,2017Q1,2024Q4,76.485111,73.26224770462899,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",-3.2228632953710132,3.2228632953710132,4.213713300842321
prophet,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2025,2025Q2,2025-06-30,2017Q1,2024Q4,75.479866,76.67700674501533,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",1.1971407450153322,1.1971407450153322,1.5860398387767833
prophet,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2025,2025Q3,2025-09-30,2017Q1,2024Q4,73.741026,77.9650084693823,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",4.2239824693822925,4.2239824693822925,5.728130863519979
prophet,S_маргариновая_продукция,Маргариновая продукция,G05,"Бакалея, масло, сахар, чай, соль",2025,2025Q4,2025-12-31,2017Q1,2024Q4,100.810088,79.7679393022478,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",-21.042148697752197,21.042148697752197,20.873058555163844
seasonal_naive,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2023,2023Q1,2023-03-31,2017Q1,2022Q4,118.998664,111.509866,same quarter previous year,-7.488798000000003,7.488798000000003,6.293178215849552
seasonal_naive,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2023,2023Q2,2023-06-30,2017Q1,2022Q4,121.67906,105.460605,same quarter previous year,-16.218455000000006,16.218455000000006,13.328879266490064
seasonal_naive,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2023,2023Q3,2023-09-30,2017Q1,2022Q4,127.054638,126.621737,same quarter previous year,-0.4329010000000011,0.4329010000000011,0.3407203442663786
seasonal_naive,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2023,2023Q4,2023-12-31,2017Q1,2022Q4,115.226917,100.077393,same quarter previous year,-15.149524,15.149524,13.147556486302589
prophet,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2023,2023Q1,2023-03-31,2017Q1,2022Q4,118.998664,99.95146918095752,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-19.04719481904249,19.04719481904249,16.006225766570363
prophet,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2023,2023Q2,2023-06-30,2017Q1,2022Q4,121.67906,105.4526429698524,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-16.2264170301476,16.2264170301476,13.335422734320598
prophet,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2023,2023Q3,2023-09-30,2017Q1,2022Q4,127.054638,111.22816584324266,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-15.826472156757333,15.826472156757333,12.456430088571292
prophet,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2023,2023Q4,2023-12-31,2017Q1,2022Q4,115.226917,102.81228111458934,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-12.41463588541066,12.41463588541066,10.774076238983866
seasonal_naive,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2024,2024Q1,2024-03-31,2017Q1,2023Q4,118.719189,118.998664,same quarter previous year,0.279475000000005,0.279475000000005,0.2354084477447071
seasonal_naive,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2024,2024Q2,2024-06-30,2017Q1,2023Q4,119.499004,121.67906,same quarter previous year,2.1800560000000075,2.1800560000000075,1.8243298496446108
seasonal_naive,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2024,2024Q3,2024-09-30,2017Q1,2023Q4,127.702458,127.054638,same quarter previous year,-0.6478199999999958,0.6478199999999958,0.5072885911091828
seasonal_naive,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2024,2024Q4,2024-12-31,2017Q1,2023Q4,121.987129,115.226917,same quarter previous year,-6.760211999999996,6.760211999999996,5.541742030833429
prophet,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2024,2024Q1,2024-03-31,2017Q1,2023Q4,118.719189,119.62127399757678,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",0.9020849975767788,0.9020849975767788,0.759847675152817
prophet,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2024,2024Q2,2024-06-30,2017Q1,2023Q4,119.499004,118.39106050104832,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-1.107943498951684,1.107943498951684,0.9271570991099508
prophet,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2024,2024Q3,2024-09-30,2017Q1,2023Q4,127.702458,132.49529115819914,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",4.792833158199144,4.792833158199144,3.75312522034552
prophet,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2024,2024Q4,2024-12-31,2017Q1,2023Q4,121.987129,116.90387383246727,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-5.083255167532727,5.083255167532727,4.167042219292436
seasonal_naive,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2025,2025Q1,2025-03-31,2017Q1,2024Q4,128.948864,118.719189,same quarter previous year,-10.229674999999986,10.229674999999986,7.933125335636913
seasonal_naive,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2025,2025Q2,2025-06-30,2017Q1,2024Q4,128.003438,119.499004,same quarter previous year,-8.50443399999999,8.50443399999999,6.6439106112134185
seasonal_naive,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2025,2025Q3,2025-09-30,2017Q1,2024Q4,142.849168,127.702458,same quarter previous year,-15.146709999999999,15.146709999999999,10.603288918000558
seasonal_naive,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2025,2025Q4,2025-12-31,2017Q1,2024Q4,134.704368,121.987129,same quarter previous year,-12.717238999999992,12.717238999999992,9.440851242477894
prophet,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2025,2025Q1,2025-03-31,2017Q1,2024Q4,128.948864,123.60725684919984,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-5.341607150800144,5.341607150800144,4.142422806299514
prophet,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2025,2025Q2,2025-06-30,2017Q1,2024Q4,128.003438,125.2296923430596,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-2.7737456569403918,2.7737456569403918,2.1669305920833093
prophet,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2025,2025Q3,2025-09-30,2017Q1,2024Q4,142.849168,135.99857469767153,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-6.850593302328463,6.850593302328463,4.795683025839159
prophet,S_молоко_питьевое,Молоко питьевое,G02,Молочная продукция и яйца,2025,2025Q4,2025-12-31,2017Q1,2024Q4,134.704368,124.2858275602436,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-10.418540439756384,10.418540439756384,7.734374611932691
seasonal_naive,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q1,2023-03-31,2017Q1,2022Q4,94.07403,104.741892,same quarter previous year,10.667862000000014,10.667862000000014,11.339858619855038
seasonal_naive,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q2,2023-06-30,2017Q1,2022Q4,91.855196,88.353067,same quarter previous year,-3.5021290000000107,3.5021290000000107,3.8126629221933293
seasonal_naive,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q3,2023-09-30,2017Q1,2022Q4,99.87604,107.278385,same quarter previous year,7.402344999999997,7.402344999999997,7.411532335483062
seasonal_naive,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q4,2023-12-31,2017Q1,2022Q4,119.86222,109.506928,same quarter previous year,-10.355291999999992,10.355291999999992,8.639329390027978
prophet,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q1,2023-03-31,2017Q1,2022Q4,94.07403,89.71212012122052,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-4.361909878779471,4.361909878779471,4.636678027697412
prophet,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q2,2023-06-30,2017Q1,2022Q4,91.855196,82.33265943870842,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-9.522536561291588,9.522536561291588,10.366900269083947
prophet,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q3,2023-09-30,2017Q1,2022Q4,99.87604,96.67244236745412,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-3.203597632545879,3.203597632545879,3.207573740955167
prophet,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q4,2023-12-31,2017Q1,2022Q4,119.86222,108.85175174557388,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-11.010468254426115,11.010468254426115,9.185937198915651
seasonal_naive,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q1,2024-03-31,2017Q1,2023Q4,96.945418,94.07403,same quarter previous year,-2.8713880000000103,2.8713880000000103,2.9618604563652613
seasonal_naive,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q2,2024-06-30,2017Q1,2023Q4,90.565135,91.855196,same quarter previous year,1.2900610000000086,1.2900610000000086,1.4244565527341273
seasonal_naive,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q3,2024-09-30,2017Q1,2023Q4,100.63415,99.87604,same quarter previous year,-0.7581100000000021,0.7581100000000021,0.7533327404265868
seasonal_naive,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q4,2024-12-31,2017Q1,2023Q4,121.502274,119.86222,same quarter previous year,-1.6400540000000063,1.6400540000000063,1.349813419952952
prophet,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q1,2024-03-31,2017Q1,2023Q4,96.945418,93.80946263813281,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-3.1359553618671896,3.1359553618671896,3.2347638769964244
prophet,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q2,2024-06-30,2017Q1,2023Q4,90.565135,87.77628277126176,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-2.788852228738236,2.788852228738236,3.0793883636768564
prophet,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q3,2024-09-30,2017Q1,2023Q4,100.63415,101.86822559497946,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",1.2340755949794584,1.2340755949794584,1.2262990197457408
prophet,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2024,2024Q4,2024-12-31,2017Q1,2023Q4,121.502274,115.32973762494747,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-6.17253637505253,6.17253637505253,5.080181770962188
seasonal_naive,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q1,2025-03-31,2017Q1,2024Q4,98.544241,96.945418,same quarter previous year,-1.5988229999999959,1.5988229999999959,1.6224418431514387
seasonal_naive,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q2,2025-06-30,2017Q1,2024Q4,91.355099,90.565135,same quarter previous year,-0.7899639999999977,0.7899639999999977,0.8647180164513836
seasonal_naive,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q3,2025-09-30,2017Q1,2024Q4,102.051877,100.63415,same quarter previous year,-1.4177269999999993,1.4177269999999993,1.3892218758504553
seasonal_naive,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q4,2025-12-31,2017Q1,2024Q4,126.18717,121.502274,same quarter previous year,-4.684895999999995,4.684895999999995,3.7126563659364065
prophet,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q1,2025-03-31,2017Q1,2024Q4,98.544241,95.65824067270862,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-2.8860003272913843,2.8860003272913843,2.9286341829872984
prophet,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q2,2025-06-30,2017Q1,2024Q4,91.355099,90.32192807400311,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-1.0331709259968846,1.0331709259968846,1.1309395286155672
prophet,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q3,2025-09-30,2017Q1,2024Q4,102.051877,103.24283963021932,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",1.1909626302193175,1.1909626302193175,1.1670168792871074
prophet,S_мука,Мука,G01,"Хлеб, крупы, мука и макаронные изделия",2025,2025Q4,2025-12-31,2017Q1,2024Q4,126.18717,118.53303508898009,"{'changepoint_prior_scale': 0.1, 'seasonality_prior_scale': 10.0}",-7.654134911019909,7.654134911019909,6.065699794218311
seasonal_naive,S_мясо_домашней_птицы,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2023,2023Q1,2023-03-31,2017Q1,2022Q4,103.47443,110.226627,same quarter previous year,6.752196999999995,6.752196999999995,6.525473974584828
seasonal_naive,S_мясо_домашней_птицы,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2023,2023Q2,2023-06-30,2017Q1,2022Q4,118.749032,112.414413,same quarter previous year,-6.3346190000000036,6.3346190000000036,5.33445948426763
seasonal_naive,S_мясо_домашней_птицы,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2023,2023Q3,2023-09-30,2017Q1,2022Q4,111.782558,114.612523,same quarter previous year,2.8299650000000014,2.8299650000000014,2.531669565121243
seasonal_naive,S_мясо_домашней_птицы,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2023,2023Q4,2023-12-31,2017Q1,2022Q4,150.445986,132.847463,same quarter previous year,-17.598523,17.598523,11.697568986652792
prophet,S_мясо_домашней_птицы,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2023,2023Q1,2023-03-31,2017Q1,2022Q4,103.47443,108.49364455001403,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",5.019214550014027,5.019214550014027,4.850681032999193
prophet,S_мясо_домашней_птицы,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2023,2023Q2,2023-06-30,2017Q1,2022Q4,118.749032,118.4082884567604,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",-0.3407435432395971,0.3407435432395971,0.2869442701980064
prophet,S_мясо_домашней_птицы,Мясо домашней птицы,G03,"Мясо, птица, рыба и колбасные изделия",2023,2023Q3,2023-09-30,2017Q1,2022Q4,111.782558,111.13252867873733,"{'changepoint_prior_scale': 0.01, 'seasonality_prior_scale': 1.0}",-0.6500293212626644,0.6500293212626644,0.5815122975291588
