ppi_product_code,period,ppi_quarterly_index,ppi_product_index_quarter_mean
M_масло_подсолнечное_и_его_фракции_нерафинированные,2023Q3,109.3394724288,171.5014602780186
M_масло_подсолнечное_и_его_фракции_нерафинированные,2023Q4,94.2347941524,171.11040608359767
M_масло_подсолнечное_и_его_фракции_нерафинированные,2024Q1,98.763407025,167.69711519082196
M_масло_подсолнечное_и_его_фракции_нерафинированные,2024Q2,102.6420812714,170.33429475598942
M_масло_подсолнечное_и_его_фракции_нерафинированные,2024Q3,109.53229640640001,183.15710962150516
M_масло_подсолнечное_и_его_фракции_нерафинированные,2024Q4,122.329281522,213.04400098326855
M_масло_подсолнечное_и_его_фракции_нерафинированные,2025Q1,93.45206332160001,226.06361853542876
M_масло_подсолнечное_и_его_фракции_нерафинированные,2025Q2,96.40952578400001,211.08155108534564
M_масло_подсолнечное_и_его_фракции_нерафинированные,2025Q3,99.834882136,207.03813102848315
M_масло_подсолнечное_и_его_фракции_нерафинированные,2025Q4,102.13115971840001,211.39116070410398
M_масло_подсолнечное_и_его_фракции_нерафинированные,2026Q1,102.989077984,214.41773477815738
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2017Q1,94.38984220499998,97.07021000000002
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2017Q2,91.2287481666,86.62915238549425
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2017Q3,104.68263470999999,88.20371557992853
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2017Q4,98.61629774920002,89.13619037331466
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2018Q1,101.24706471600003,89.8302699866798
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2018Q2,103.96009596000002,91.30836063009069
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2018Q3,104.7095960547,95.68103121073791
M_масло_подсолнечное_и_его_фракции_рафинированные_но_не_подвергнутые_химической_модификации,2018Q4,97.2143452548,96.64703457523449
