product_name,period,period_end,first_train_period,last_train_period,actual_target_demand_index,forecast_target_demand_index,forecast_lower,forecast_upper,is_2025_forecast,model,order,seasonal_order,exog_columns,train_exog_missing_before_fill,future_exog_missing_before_fill
Свежие овощи,2025Q3,2025-09-30,2017Q1,2024Q4,146.218314,151.66725259494294,138.3075271424033,165.02697804748257,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Свежие овощи,2025Q4,2025-12-31,2017Q1,2024Q4,155.955701,163.134408964311,149.77461157009773,176.49420635852428,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Свежие фрукты,2025Q1,2025-03-31,2017Q1,2024Q4,117.72481,113.03992285007737,102.12511164153099,123.95473405862376,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Свежие фрукты,2025Q2,2025-06-30,2017Q1,2024Q4,107.457736,99.85356416426164,88.56279330711877,111.14433502140452,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Свежие фрукты,2025Q3,2025-09-30,2017Q1,2024Q4,129.634947,137.34194892779152,125.989823216019,148.69407463956404,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Свежие фрукты,2025Q4,2025-12-31,2017Q1,2024Q4,151.739909,176.56485806997196,165.20209774621722,187.9276183937267,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Свежий картофель,2025Q1,2025-03-31,2017Q1,2024Q4,133.490202,103.16055038563206,67.88627520915423,138.4348255621099,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Свежий картофель,2025Q2,2025-06-30,2017Q1,2024Q4,155.856136,110.9023285357381,66.91933362752545,154.88532344395077,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Свежий картофель,2025Q3,2025-09-30,2017Q1,2024Q4,198.713897,193.61786138035052,140.7909250994477,246.44479766125335,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
Свежий картофель,2025Q4,2025-12-31,2017Q1,2024Q4,172.663824,208.672244997174,148.75733868383384,268.5871513105142,True,SARIMAX_EXOG,"(1, 1, 1)","(1, 0, 1, 4)",consumer_price_index; income_index; stock_days_mean; stock_value_mean_thousand_rub; group_consumer_price_index_mean; group_stock_days_mean; group_stock_value_mean_thousand_rub,0,0
