product_name,period,period_end,first_train_period,last_train_period,actual_target_demand_index,forecast_target_demand_index,forecast_lower,forecast_upper,is_2025_forecast,model,order,seasonal_order,model_key,model_name_readable,product_code,group_code,group_name,best_group_WAPE_%,selected_features,future_exog_mode,exog_columns,train_exog_missing_before_fill,future_exog_missing_before_fill,agg_exog_columns
Бензины автомобильные,2025Q3,2025-09-30,2017Q1,2024Q1,,130.04055720892703,88.58796497060874,171.49314944724532,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_бензины_автомобильные,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Бензины автомобильные,2025Q4,2025-12-31,2017Q1,2024Q1,,130.8714816339895,89.66855303871053,172.0744102292685,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_бензины_автомобильные,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Газовое моторное топливо,2024Q2,2024-06-30,2017Q1,2024Q1,,183.4411983364606,159.38100982164292,207.50138685127823,False,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_газовое_моторное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Газовое моторное топливо,2024Q3,2024-09-30,2017Q1,2024Q1,,184.7595706859253,160.02323422634498,209.4959071455056,False,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_газовое_моторное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Газовое моторное топливо,2024Q4,2024-12-31,2017Q1,2024Q1,,183.62778249625975,158.85901511759369,208.39654987492588,False,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_газовое_моторное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Газовое моторное топливо,2025Q1,2025-03-31,2017Q1,2024Q1,,183.14606740292623,158.59611111277223,207.6960236930803,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_газовое_моторное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Газовое моторное топливо,2025Q2,2025-06-30,2017Q1,2024Q1,,184.59813024166596,159.63383452386884,209.562425959463,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_газовое_моторное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Газовое моторное топливо,2025Q3,2025-09-30,2017Q1,2024Q1,,185.12938290046063,160.11456137447215,210.1442044264491,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_газовое_моторное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Газовое моторное топливо,2025Q4,2025-12-31,2017Q1,2024Q1,,184.47778669564755,159.47748320787628,209.47809018341883,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_газовое_моторное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Дизельное топливо,2024Q2,2024-06-30,2017Q1,2024Q1,,17.009517985783035,-5.486044723661063,39.505080695227136,False,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_дизельное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Дизельное топливо,2024Q3,2024-09-30,2017Q1,2024Q1,,52.17866715864422,24.757601037692364,79.59973327959607,False,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_дизельное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Дизельное топливо,2024Q4,2024-12-31,2017Q1,2024Q1,,-6.038964835426157,-34.90325553438137,22.825325863529063,False,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_дизельное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Дизельное топливо,2025Q1,2025-03-31,2017Q1,2024Q1,,20.782983130366475,2.02701830305762,39.53894795767533,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_дизельное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Дизельное топливо,2025Q2,2025-06-30,2017Q1,2024Q1,,-18.639026160880263,-57.00472031001304,19.726667988252515,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_дизельное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Дизельное топливо,2025Q3,2025-09-30,2017Q1,2024Q1,,20.54772859851105,-24.752892335296472,65.84834953231857,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_дизельное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
Дизельное топливо,2025Q4,2025-12-31,2017Q1,2024Q1,,-45.67128655706586,-93.6461989523754,2.303625838243676,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_дизельное_топливо,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2025Q1,2025-03-31,2017Q1,2024Q4,,27.02431949000872,13.681167575149532,40.36747140486791,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2025Q2,2025-06-30,2017Q1,2024Q4,,20.991014112125576,4.520019081741037,37.46200914251011,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2025Q3,2025-09-30,2017Q1,2024Q4,,24.51785924853475,4.498770498036357,44.536947999033146,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",2025Q4,2025-12-31,2017Q1,2024Q4,,20.960276008631567,-1.6574961629563525,43.57804818021948,True,SARIMAX_AGG_TRAIN_ONLY,"(1, 1, 1)","(1, 0, 1, 4)",agg_train_only,SARIMAX с агрегированными признаками только в обучении,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,G10,Топливо и транспортные товары,11.51,,neutral_zero_after_standardization,,,,group_consumer_price_index_mean; group_income_index_mean; group_stock_days_mean_mean; group_stock_value_mean_thousand_rub_mean; market_consumer_price_index_mean; market_income_index_mean; market_stock_days_mean_mean; market_stock_value_mean_thousand_rub_mean
