Код группы,Название группы,product_name_norm,Товар,source_sales,source_consumer_price,source_producer_price,sales_product_code,price_product_code,ppi_product_code,original_group_code,original_group_name,has_any_sales_or_price_for_model,source_description
G99,Прочее,рубашка верхняя для мальчиков школьного возраста,"Рубашка верхняя для мальчиков школьного возраста, шт.",0,1,0,,P_рубашка_верхняя_для_мальчиков_школьного_возраста_шт,,G99,Прочее,1,потребительская цена
G99,Прочее,сжиженный природный газ,Сжиженный природный газ,1,0,0,S_сжиженный_природный_газ,,,G99,Прочее,1,продажи
G99,Прочее,сигареты с фильтром отечественные,"Сигареты с фильтром отечественные, пачка",0,1,0,,P_сигареты_с_фильтром_отечественные_пачка,,G99,Прочее,1,потребительская цена
G99,Прочее,сигареты с фильтром,"Сигареты с фильтром, пачка",0,1,0,,P_сигареты_с_фильтром_пачка,,G99,Прочее,1,потребительская цена
G99,Прочее,смартфон,"Смартфон, шт.",0,1,0,,P_смартфон_шт,,G99,Прочее,1,потребительская цена
G99,Прочее,спички,"Спички, коробок",0,1,0,,P_спички_коробок,,G99,Прочее,1,потребительская цена
G99,Прочее,строительные материалы,Строительные материалы,1,0,0,S_строительные_материалы,,,G99,Прочее,1,продажи
G99,Прочее,сухие корма для домашних животных,"Сухие корма для домашних животных, кг",0,1,0,,P_сухие_корма_для_домашних_животных_кг,,G99,Прочее,1,потребительская цена
G99,Прочее,телевизор,"Телевизор, шт.",0,1,0,,P_телевизор_шт,,G99,Прочее,1,потребительская цена
G99,Прочее,телевизоры,Телевизоры,1,0,0,S_телевизоры,,,G99,Прочее,1,продажи
G99,Прочее,ткани,Ткани,1,0,0,S_ткани,,,G99,Прочее,1,продажи
G99,Прочее,трекрезан,"Трекрезан, 10 таблеток",0,1,0,,P_трекрезан_10_таблеток,,G99,Прочее,1,потребительская цена
G99,Прочее,"троксерутин, 2% гель","Троксерутин, 2% гель, 40 г",0,1,0,,P_троксерутин_2_гель_40_г,,G99,Прочее,1,потребительская цена
G99,Прочее,уголь каменный,Уголь каменный,0,0,1,,,M_уголь_каменный,G99,Прочее,0,цена производителя
G99,Прочее,"флуоцинолона ацетонид, 0,025% мазь","Флуоцинолона ацетонид, 0,025% мазь, 15 г",0,1,0,,P_флуоцинолона_ацетонид_0_025_мазь_15_г,,G99,Прочее,1,потребительская цена
G99,Прочее,фотоаппаратура и фототовары,Фотоаппаратура и фототовары,1,0,0,S_фотоаппаратура_и_фототовары,,,G99,Прочее,1,продажи
G99,Прочее,футболка детская,"Футболка детская, шт.",0,1,0,,P_футболка_детская_шт,,G99,Прочее,1,потребительская цена
G99,Прочее,холодильники и морозильники,Холодильники и морозильники,1,0,0,S_холодильники_и_морозильники,,,G99,Прочее,1,продажи
G99,Прочее,электропылесос напольный,"Электропылесос напольный, шт.",0,1,0,,P_электропылесос_напольный_шт,,G99,Прочее,1,потребительская цена
G99,Прочее,эргоферон,"Эргоферон, 20 таблеток",0,1,0,,P_эргоферон_20_таблеток,,G99,Прочее,1,потребительская цена
