model,product_code,product_name,group_code,group_name,cv_year,period,period_end,train_start,train_end,actual_target_demand_index,forecast_target_demand_index,selected_features,order,seasonal_order,error,abs_error,ape_%
sarimax_aggressive_exog,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2022,2022Q4,2022-12-31,2017Q1,2021Q4,77.580152,65.95178508702818,consumer_price_index_lag4_vs_lag8_pct; income_index_lag4_minus_market; stock_days_mean_lag4,"(1, 1, 2)","(1, 0, 1, 4)",-11.628366912971813,11.628366912971813,14.98884265265659
sarimax_aggressive_exog,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2023,2023Q1,2023-03-31,2017Q1,2022Q4,56.852218,56.79567649249327,consumer_price_index_lag4_vs_lag8_pct; income_index_lag4_minus_market; stock_days_mean_lag4,"(1, 1, 2)","(1, 0, 1, 4)",-0.05654150750672926,0.05654150750672926,0.09945347691928089
sarimax_aggressive_exog,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2023,2023Q2,2023-06-30,2017Q1,2022Q4,44.712762,50.99261963152488,consumer_price_index_lag4_vs_lag8_pct; income_index_lag4_minus_market; stock_days_mean_lag4,"(1, 1, 2)","(1, 0, 1, 4)",6.279857631524884,6.279857631524884,14.044888641692241
sarimax_aggressive_exog,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2023,2023Q3,2023-09-30,2017Q1,2022Q4,54.530587,54.56631101607865,consumer_price_index_lag4_vs_lag8_pct; income_index_lag4_minus_market; stock_days_mean_lag4,"(1, 1, 2)","(1, 0, 1, 4)",0.035724016078653165,0.035724016078653165,0.06551188616152834
sarimax_aggressive_exog,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2023,2023Q4,2023-12-31,2017Q1,2022Q4,76.86178,61.71660488784804,consumer_price_index_lag4_vs_lag8_pct; income_index_lag4_minus_market; stock_days_mean_lag4,"(1, 1, 2)","(1, 0, 1, 4)",-15.145175112151954,15.145175112151954,19.704429317343358
sarimax_aggressive_exog,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2024,2024Q1,2024-03-31,2017Q1,2023Q4,47.272685,53.82127837960701,consumer_price_index_lag4_vs_lag8_pct; income_index_lag4_minus_market; stock_days_mean_lag4,"(1, 1, 2)","(1, 0, 1, 4)",6.548593379607006,6.548593379607006,13.852806075235636
sarimax_aggressive_exog,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2024,2024Q2,2024-06-30,2017Q1,2023Q4,34.477081,34.38277526670908,consumer_price_index_lag4_vs_lag8_pct; income_index_lag4_minus_market; stock_days_mean_lag4,"(1, 1, 2)","(1, 0, 1, 4)",-0.0943057332909163,0.0943057332909163,0.27353166380563454
sarimax_aggressive_exog,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2024,2024Q3,2024-09-30,2017Q1,2023Q4,45.140671,46.488950750086424,consumer_price_index_lag4_vs_lag8_pct; income_index_lag4_minus_market; stock_days_mean_lag4,"(1, 1, 2)","(1, 0, 1, 4)",1.3482797500864265,1.3482797500864265,2.986840293283249
sarimax_aggressive_exog,S_лампы_накаливания_включая_галогенные_кроме_ламп_для_автотранспортных_средств,"Лампы накаливания (включая галогенные, кроме ламп для автотранспортных средств)",G10,Топливо и транспортные товары,2024,2024Q4,2024-12-31,2017Q1,2023Q4,61.332052,60.67881166863814,consumer_price_index_lag4_vs_lag8_pct; income_index_lag4_minus_market; stock_days_mean_lag4,"(1, 1, 2)","(1, 0, 1, 4)",-0.6532403313618573,0.6532403313618573,1.06508800873295
sarimax_aggressive_exog,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q1,2023-03-31,2017Q1,2022Q4,100.708767,100.09834451677045,stock_days_mean_lag4_vs_lag8_pct; income_index_lag4_minus_market,"(1, 1, 2)","(1, 0, 0, 4)",-0.6104224832295415,0.6104224832295415,0.6061264589105153
sarimax_aggressive_exog,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q2,2023-06-30,2017Q1,2022Q4,117.932131,110.21322173249847,stock_days_mean_lag4_vs_lag8_pct; income_index_lag4_minus_market,"(1, 1, 2)","(1, 0, 0, 4)",-7.71890926750153,7.71890926750153,6.545213083194036
sarimax_aggressive_exog,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q3,2023-09-30,2017Q1,2022Q4,130.590151,129.42883383662098,stock_days_mean_lag4_vs_lag8_pct; income_index_lag4_minus_market,"(1, 1, 2)","(1, 0, 0, 4)",-1.1613171633790103,1.1613171633790103,0.8892838812775478
sarimax_aggressive_exog,S_макаронные_изделия,Макаронные изделия,G01,"Хлеб, крупы, мука и макаронные изделия",2023,2023Q4,2023-12-31,2017Q1,2022Q4,100.56386,95.90684510488309,stock_days_mean_lag4_vs_lag8_pct; income_index_lag4_minus_market,"(1, 1, 2)","(1, 0, 0, 4)",-4.657014895116916,4.657014895116916,4.630903084981936
