group_name,previous_model,previous_MAE,previous_RMSE,previous_MAPE_%,previous_WAPE_%,new_model,new_MAE,new_RMSE,new_MAPE_%,new_WAPE_%,WAPE_improvement_pp,MAPE_improvement_pp,MAE_improvement,RMSE_improvement
"Мясо, птица, рыба и колбасные изделия",sarimax_individual,2.76,4.24,2.37,2.47,sarimax_aggressive_exog,2.177407777277853,3.2580758381304,1.8545104786698217,1.9486785909717406,0.5213214090282596,0.5154895213301784,0.582592222722147,0.9819241618696002
"Хлеб, крупы, мука и макаронные изделия",sarimax_individual,4.57,5.68,4.16,4.2,sarimax_aggressive_exog,4.0730693183333315,5.592634637529888,3.6354667580007076,3.745864028095193,0.45413597190480726,0.5245332419992925,0.49693068166666876,0.08736536247011184
"Бакалея, масло, сахар, чай, соль",sarimax_individual,3.71,5.49,3.98,4.05,sarimax_aggressive_exog,3.8125711343532793,5.122632118972011,4.243504026065305,4.158858972001463,-0.108858972001463,-0.2635040260653052,-0.10257113435327936,0.367367881027989
Молочная продукция и яйца,sarimax_individual,7.93,11.55,6.67,6.46,sarimax_aggressive_exog,5.601795778381123,7.858584361643624,4.921208988742134,4.562523916793031,1.8974760832069686,1.7487910112578655,2.3282042216188765,3.6914156383563768
"Овощи, фрукты и картофель",lightgbm_individual_selection,9.830329117838694,13.28889776948167,7.362485532455457,7.094125408787503,sarimax_aggressive_exog,10.332329324530868,15.447664025134019,7.233811034790554,7.456397350939375,-0.36227194215187186,0.12867449766490324,-0.5020002066921734,-2.158766255652349
Топливо и транспортные товары,sarimax_individual,13.93,21.01,10.53,11.06,sarimax_aggressive_exog,10.474403183867143,17.134893142103643,8.038141498624004,8.316688874349857,2.743311125650143,2.4918585013759955,3.455596816132857,3.875106857896359
"Товары для дома, гигиены и бытовая химия",sarimax_individual,18.33,21.9,13.05,13.13,sarimax_aggressive_exog,14.641859506953102,20.82216771894146,10.363768445852145,10.485351423163983,2.6446485768360173,2.686231554147856,3.6881404930468964,1.0778322810585372
